interactor_A	interactor_B
Q22289	G5EGQ2
H2KYB3	Q22289
Q19418	H2KY91
Q95QB3	H2KY91
Q19418	H2KYH4
Q21148	H2KYJ8
Q19418	H2KYY1
H2KYY1	O45134
H2KYY1	P10038
H2KZH8	Q22289
G2HK15	H2KZI6
H2KZI6	G5EBR0
H2KZI6	G5EC36
G5EGD2	H2KZI6
G5EEM0	H2KZI6
G5EG10	H2KZI6
H2KZI6	H2KZA1
O01527	H2KZI6
O17072	H2KZI6
O02289	H2KZI6
O16850	H2KZI6
H2KZI6	O17286
O17670	H2KZI6
H2KZI6	P09088
H2KZI6	V6CLN5
H2KZI6	O45550
H2KZI6	P20154
H2KZI6	P41830
H2KZI6	Q18225
Q18273	H2KZI6
H2KZI6	Q18662
Q18426	H2KZI6
Q18624	H2KZI6
Q19203	H2KZI6
Q19418	H2KZI6
Q23521	H2KZI6
Q20237	H2KZI6
Q22227	H2KZI6
H2KZI6	Q5H9N3
H2KZI6	Q8T3B9
H2KZI6	Q93520
Q94131	H2KZI6
H2KZI6	Q9NA51
Q9N3F7	H2KZI6
H2KZI6	Q9N5D6
H2KZI6	Q9NAE4
H2KZI6	Q9XWS3
H2KZI6	Q9XYB7
H2KYH4	H2KZM4
O18214	H2KZM4
H2KZM4	Q22289
Q9TXN8	H2KZM4
H2KZU4	G5EC36
G5EEM0	H2KZU4
G5EGD2	H2KZU4
H2KZU4	H2KYH4
H2KZU4	H2KZA1
H2KZU4	O16850
H2L008	H2KZU4
O02289	H2KZU4
H2KZU4	O17670
H2KZU4	O45436
H2KZU4	O62159
H2KZU4	O45521
H2KZU4	P34303
H2KZU4	P09088
P56407	H2KZU4
Q18192	H2KZU4
P41829	H2KZU4
H2KZU4	Q18225
Q18662	H2KZU4
Q19203	H2KZU4
Q19418	H2KZU4
H2KZU4	Q65XX7
H2KZU4	Q8T3B9
H2KZU4	Q5H9N3
H2KZU4	Q9N5D6
H2KZU4	Q9N5S3
H2KZU4	Q9NAE4
Q9TXN8	H2KZU4
H2KZU4	Q9XYB7
G5ECU7	H2L008
G5ED66	H2L008
H2L008	H2L008
H2L008	O01527
O02273	H2L008
O17670	H2L008
V6CLN5	H2L008
O18214	H2L008
H2L008	O45494
O45521	H2L008
P09088	H2L008
H2L008	O45666
P20154	H2L008
H2L008	P10038
H2L008	P34684
P56407	H2L008
H2L008	Q18225
H2L008	Q09565
Q18512	H2L008
Q20237	H2L008
Q19418	H2L008
H2L008	Q21502
H2L008	Q22024
H2L008	Q23045
H2L008	Q8MXK0
H2L008	Q65XX7
H2L008	Q9BLC4
H2L008	Q9NAE4
Q9GYG1	H2L008
H2L008	Q9TXN8
H2L008	Q9U2K7
H2L008	Q9XWQ6
H2L008	Q9XWR1
Q22289	H2L0J8
Q19418	H2L098
Q22289	H2L0L6
H2L0L6	H2L0L6
Q95QB3	H2L0L6
O02289	H2L0N7
Q19418	H2L0N7
H2L0N7	Q18225
H8ESF3	O17670
H8ESF3	H8ESF3
Q9NA51	H8ESF3
P34489	H8ESF3
O01446	Q22289
O01519	Q19418
G2HK15	O01527
G5EEM0	O01527
O01527	G5EGD2
O01527	O45134
O01527	P10038
O01527	P28515
O01527	Q18056
Q10655	O01527
O01527	Q18225
Q9N5D6	O01527
Q9N5S3	O01527
Q9TXN8	O01527
P09088	O01933
O01960	G2HK15
P56407	O01933
G5EBR0	O01960
O01960	G5EC36
G5EGD2	O01960
G5EGN3	O01960
O01960	O01960
O01960	O01527
O01960	P09088
O02273	O01960
P20154	O01960
O01960	P56407
O01960	Q18624
Q18192	O01960
O01960	Q19203
Q22227	O01960
O01960	Q21777
O01960	Q23521
Q65XX7	O01960
Q9GYG1	O01960
O01960	Q9N5S3
O01996	G5ECG2
O01996	O18214
O01996	Q18225
Q18056	O01996
O01996	Q19418
O01996	Q22289
Q9N5D6	O01996
O01996	Q9NAE4
G2HK15	O02042
O01996	Q9TXN8
O02042	G5ECN8
Q21361	O02042
Q22227	O02042
Q9U3S8	O02042
O02042	Q9XUK7
O02042	Q9Y049
O02101	H8ESF3
O02219	O02219
G5EGD2	O02219
O44712	O02219
Q23045	O02224
Q9NAE4	O02224
O02273	G5EEM0
G5EGD2	O02273
P09088	O02273
Q09587	O02273
O02273	Q18624
Q19418	O02273
Q9N5D6	O02273
O02273	Q9XYB7
O02279	G5EGD2
O02279	G5EGF4
Q9U3F4	O02279
O02279	H2KYH4
O02279	O45436
O02279	O62159
P09088	O02279
O02279	Q19418
G5ECK3	O02482
O02482	G5ED66
G5ECN8	O02482
G5EDL0	O02482
O02482	G5EDE1
G5EGE2	O02482
G5EEH2	O02482
O02482	O16749
O02482	O01519
O02482	O17593
O02482	O17670
O02482	O45103
O45320	O02482
O02482	P26797
P34708	O02482
O02482	P34326
O02482	P53547
P56407	O02482
O02482	P90971
Q09565	O02482
O02482	Q10902
O02482	Q18056
Q17895	O02482
Q18225	O02482
O02482	Q18248
Q18694	O02482
Q22024	O02482
O02482	Q22289
O02482	Q22510
O02482	Q22678
O02482	Q23175
O02482	Q93899
Q93348	O02482
Q9NLC2	O02482
O02482	Q95QR2
Q9TZ64	O02482
O16213	O17670
O16213	P34303
O16218	H2KYH4
O16213	Q19418
Q19418	O16218
O16218	Q9TXN8
Q9N5D6	O16218
Q22289	EBI-6735344
O16537	O45666
O45666	O16538
Q22289	O17006
O45666	O17013
P56407	O17072
O17072	O17072
O17072	Q19418
O17072	Q22024
O17072	Q9XWS3
O17072	O17286
O45666	O17081
O17286	Q20237
O17527	Q19418
O17706	O45666
O17862	G5EEM0
O17862	O17862
Q18212	O17862
Q19418	O17862
O17862	Q65CM0
O17862	Q65XX7
O17894	O17670
G5EEL3	O17933
O17933	Q18426
O18068	O45603
O18068	Q9U1X3
O45666	O18141
H2KYH4	O18214
O18214	Q18053
O18214	Q94131
O18214	Q22289
Q9TXN8	O18214
Q19418	O44462
Q22289	O44462
G5EEM0	O44505
G5EGD2	O44505
O02289	O44505
O44505	O17670
O44505	P41830
Q22227	O44505
O44505	Q23045
O44505	Q93520
Q9TXN8	O44505
O44505	Q95QB3
Q19418	O44577
G5EEA1	O44719
O44719	O18214
O44719	P09088
Q10666	O44719
P34684	O44719
Q18053	O44719
O44719	Q18056
O44719	Q19418
Q22289	O44719
O44719	Q9NAE4
Q9N5D6	O44719
O44719	Q9TXN8
O44757	Q22289
Q22292	O44757
G5EEM0	O45075
O45075	G5EGD2
H2KYJ8	O45075
O45075	P09088
O45666	O45075
O45075	P41828
Q18056	O45075
O45075	Q18624
O45075	Q19418
O45075	Q9N5D6
Q22289	O45075
Q9N5S3	O45075
O45134	G5EEM0
Q9XYB7	O45075
O45134	H2KY76
O02273	O45134
O45134	O17286
O45134	O45550
O45134	P20154
P09088	O45134
P41828	O45134
Q09565	O45134
Q18192	O45134
O45134	Q19418
Q19203	O45134
Q21777	O45134
O45134	Q22227
O45134	Q23521
O45134	Q8MYM0
O45134	Q8T3B9
O45134	Q93520
Q9N5D6	O45134
Q9NAE4	O45134
O45134	Q9TXN8
O45233	O45233
Q19418	O45233
Q22289	O45233
G5ED66	O45291
P20154	O45291
O45291	P41933
O45291	Q11178
O45315	P17487
O45315	P41935
P34555	O45315
Q22798	O45315
O45320	Q19418
O45315	Q9U1S5
O45491	G5EGD2
Q19418	O45491
O45491	Q9N3H6
Q9XW88	O45491
O45494	O62159
O45494	O45666
O45494	Q21372
O45521	D9PTN5
O45521	G5EC36
G5EC77	O45521
O45521	G5ECP6
O45521	G5ECU7
O45521	G5EDU4
G5EEM0	O45521
O45521	G5EFF4
O45521	G5EGD2
G5EGN3	O45521
O45521	H2KYH4
H2KZA1	O45521
O02289	O45521
O45521	O17072
O45521	V6CLN5
O45521	O17670
P09088	O45521
O45521	P34303
O45521	P34478
P34489	O45521
P34663	O45521
O45521	P41934
EBI-322394	O45521
O45521	Q09587
O45521	Q11178
Q18056	O45521
Q18192	O45521
Q18212	O45521
Q18426	O45521
Q18225	O45521
O45521	Q18605
Q18662	O45521
Q20237	O45521
Q21148	O45521
O45521	Q21777
Q22289	O45521
O45521	Q22696
Q23045	O45521
O45521	Q65XX7
O45521	Q86MD3
Q8T3B9	O45521
O45521	Q94126
Q9N5D6	O45521
Q9NAE4	O45521
O45550	G5EGD2
O45521	Q9XWR1
O45550	O45550
P56407	O45550
O45550	Q19418
Q20237	O45550
O45550	Q22024
O45550	Q22289
Q65XX7	O45550
G5EGP2	O45666
H2KYJ8	O45666
O16346	O45666
O17020	O45666
O17670	O45666
O45666	O18214
O45666	O44577
O45666	O45507
O45666	O45666
O45666	O62159
O45666	P56407
O45666	Q09528
Q09587	O45666
O45666	Q19438
O45666	Q22024
O45666	Q20097
Q95Y05	O45666
O45666	Q9GTD4
O45666	Q9N4Q7
O45666	Q9NAJ3
O45666	Q9XUK7
G5EGD2	O45784
O01527	O45784
O17670	O45784
O45784	P34489
O45784	Q19418
Q18225	O45784
Q19863	O45784
Q20237	O45784
Q22024	O45784
O45784	Q5H9N3
O45784	Q9NAC5
Q9XWR1	O45784
O62159	O46016
O45905	Q22289
Q19418	O46016
Q22289	O46016
O61845	Q19418
O61907	Q22289
O61924	H2KYH4
O17670	O61924
O61924	O45603
O61924	O62159
P34708	O61924
O61924	Q19418
O61924	Q9U1X3
O62112	Q18192
O62144	Q22289
Q22289	O62116
O62159	H2KYH4
H2KZA1	O62159
O62159	O62159
O62159	O17670
O62159	Q18053
Q19203	O62159
Q9N5D6	O62159
O62159	Q9TXN8
G5EBR0	O62259
O62259	G5ECP6
O62259	G5EEM0
O62259	G5EFF4
O62259	G5EGD2
G5EGN3	O62259
O62259	H2KY76
H2KYH4	O62259
H2KYJ8	O62259
O62259	H2KZA1
O62259	H2L008
H2L0L6	O62259
O62259	O01527
O01960	O62259
O02273	O62259
O62259	O02289
O62259	O16850
O62259	O17286
O62259	O17670
O62259	O17894
O62259	O18214
O45436	O62259
O45494	O62259
O62259	O45521
O62259	P09088
O62259	P20154
P34303	O62259
O62259	P34684
O62259	P41828
P41830	O62259
Q09565	O62259
O62259	P56407
O62259	Q09587
O62259	Q18192
O62259	Q18212
Q18533	O62259
Q18225	O62259
Q18605	O62259
Q18624	O62259
Q18662	O62259
O62259	Q19203
Q19291	O62259
Q19418	O62259
Q19496	O62259
O62259	Q19807
O62259	Q20237
O62259	Q21777
O62259	Q22024
O62259	Q22227
O62259	Q22289
O62259	Q22910
Q22829	O62259
O62259	Q23521
Q65XX7	O62259
O62259	Q86MF0
O62259	Q86PJ4
O62259	Q8MXK0
O62259	Q8T3B9
Q93520	O62259
Q95QB3	O62259
O62259	Q95Y07
O62259	Q9BLC4
O62259	Q9GYG1
Q9N373	O62259
Q9N5D6	O62259
O62259	Q9N5S3
O62259	Q9NA51
Q9NAE4	O62259
O62259	Q9TXN8
O62259	Q9U2K7
O62259	Q9XV46
O62259	Q9XW88
O62259	Q9XWS3
O62259	Q9XWR1
O62259	Q9XYB7
O45436	O62389
O62389	O62159
O76398	G2HK15
O76398	G5EC77
O76398	G5EGD2
V6CLN5	O76398
O76398	Q18056
Q18225	O76398
Q19418	O76398
Q19820	O76398
O76398	Q20237
Q22024	O76398
Q23045	O76398
Q65XX7	O76398
Q9N5D6	O76398
O76398	Q9XWR1
O76398	Q9XWS3
O76580	Q22289
P13528	Q9XW88
P17487	P41829
P20154	G5EC36
P17487	Q9U1R0
Q9U3F4	P20154
O01527	P20154
Q18225	P20154
Q19203	P20154
Q19418	P20154
P20268	G5EBR5
P20154	Q22289
P20268	Q9NAE4
G5EC36	P20271
P20271	G5EGN3
H2KY76	P20271
H2KYH4	P20271
O01527	P20271
P20271	O02273
O02289	P20271
O18214	P20271
P20271	O45603
P09088	P20271
P20271	P34708
P34303	P20271
Q18192	P20271
Q19203	P20271
P20271	Q19418
P20271	Q20237
Q21361	P20271
P20271	Q23045
Q22289	P20271
Q23541	P20271
P20271	Q8T3B9
P20271	Q9NAE4
P20271	Q9TXN8
Q9U1X3	P20271
P26797	Q19418
Q9N3H6	P34281
Q9N5A8	P34281
P34303	P34303
P34303	Q19203
P34303	Q19418
P34303	Q9NAE4
P09088	P34427
Q19203	P34427
Q19418	P34427
Q21777	P34427
Q65XX7	P34427
P34427	Q93520
Q95QB3	P34427
Q9NAE4	P34427
P09088	P34447
P34447	Q18225
P34447	Q9N5A8
P34447	Q9N5D6
P34447	Q9TXN8
Q19203	P34474
Q19418	P34474
P34474	Q9N3H6
P34474	Q9TXN8
Q9XV46	P34474
P34478	G5ECU7
G2HK15	P34489
P34489	H2KZA1
O18214	P34489
O17670	P34489
P34489	P34489
P41828	P34489
P34489	Q18225
Q19212	P34489
Q19849	P34489
P34489	Q9N5D6
Q9NAE4	P34489
Q9TXN8	P34489
P34489	Q9XWR1
P34555	G5EEG9
Q18512	P34618
Q22289	P34618
P34663	O45134
P34663	P10038
H2KYH4	P34708
P34708	H2KZA1
O18214	P34708
P34708	P34708
P34708	P41936
P34708	Q18273
Q19203	P34708
P34708	Q22289
Q22292	P34708
P34708	Q9N5D6
P34708	Q9TXN8
Q19418	P41779
P41846	O17670
O18214	P41846
P09088	P41846
P52906	P41846
P41846	Q19418
P41846	Q9NA51
Q9NAE4	P41846
Q19418	P41933
P41933	Q22289
Q9NAE4	P41933
Q9TXN8	P41933
P45896	Q19418
Q22289	P45896
H2KYH4	P45897
O17670	P45897
P45897	O45603
P45897	Q19203
Q19418	P45897
Q9TXN8	P45897
Q9U1X3	P45897
Q9BKR7	P45968
Q11178	P46580
P46581	G5EEG9
Q19418	P46581
Q9N5D6	P46581
O17670	P52906
Q19418	P53547
P53547	Q22289
Q22289	P56407
O45666	P90822
P90917	Q20389
G5ECU7	P90971
Q9TXN8	P90971
P91829	P90953
P91829	P91829
O45526	P91869
Q22289	P91983
P92186	Q19418
H2L008	Q02330
Q09228	Q22289
Q22289	Q09250
G5EBR0	Q09390
O01960	Q09390
Q9N3C6	Q09390
O45489	Q09436
Q19203	Q09436
Q9TXN8	Q09436
Q09440	Q22289
Q09452	Q18225
G5EGD2	Q09477
Q09477	O02273
Q09477	P20154
Q09477	P56407
Q19418	Q09477
Q20237	Q09477
Q21777	Q09477
Q09477	Q22227
Q9N5S3	Q09477
Q09485	G5EC36
Q09485	O01527
O45666	Q09485
Q09485	P09088
Q18056	Q09485
Q09485	Q18662
Q19418	Q09485
Q09485	Q21777
Q09485	Q65XX7
Q9BLC4	Q09485
Q09485	Q9TXN8
G5EBU4	Q09555
Q09555	Q09555
Q09565	O45666
H2KYH4	Q09587
Q09587	O17670
Q09587	O18214
Q09587	O62159
P34663	Q09587
Q09587	P34708
Q18711	Q09587
Q19291	Q09587
Q09587	Q19862
Q22024	Q09587
Q22292	Q09587
Q09587	Q93348
Q09587	Q9NA51
Q09587	Q9TXN8
Q09604	Q19418
Q22289	Q09604
H8ESF3	Q09646
Q09646	P09088
Q09646	Q22289
Q21502	Q09663
G5EEG9	Q09961
G5EEG9	Q10007
Q10574	G5EEG9
Q10574	Q21777
Q10666	H2KYH4
O17670	Q10666
Q10666	O18214
Q10666	P34684
P34708	Q10666
Q09565	Q10666
Q18056	Q10666
Q10666	Q95QR2
Q9N5D6	Q10666
Q9NAE4	Q10666
Q10666	Q9TXN8
Q9XVD5	Q10666
Q10924	B7WN96
G5EC36	Q10924
G5EDE1	Q10924
G5EFF4	Q10924
Q10924	G5EGD2
H2KYH4	Q10924
H2KZA1	Q10924
Q10924	H2KZM4
O01527	Q10924
O02219	Q10924
O02273	Q10924
Q10924	O17670
Q10924	O18214
Q10924	O62159
Q10924	P20154
P34303	Q10924
Q10924	P34489
P34663	Q10924
P34684	Q10924
Q10924	P34708
P41936	Q10924
P52906	Q10924
P53547	Q10924
Q18056	Q10924
Q10924	Q18192
Q10924	Q18273
Q10924	Q18426
Q10924	Q18624
Q18662	Q10924
Q10924	Q19203
Q19291	Q10924
Q10924	Q19418
Q10924	Q20201
Q10924	Q20237
Q10924	Q21361
Q10924	Q22292
Q10924	Q23045
Q10924	Q5H9N3
Q65ZG6	Q10924
Q86PJ4	Q10924
Q8T3B9	Q10924
Q10924	Q93348
Q93560	Q10924
Q10924	Q9GTD4
Q10924	Q9N5D6
Q10924	Q9NA51
Q9NAE4	Q10924
Q9TXN8	Q10924
Q9TZ37	Q10924
Q9U2C9	Q10924
Q9XUK7	Q10924
Q10924	Q9XVD5
Q9XW88	Q10924
Q10924	Q9XYB7
Q10954	G5ED85
Q10954	Q10954
Q11094	G5EEG9
Q22717	Q11094
H2KYH4	Q11178
Q11178	H2KZA1
Q11178	O01527
Q11178	Q11178
Q19418	Q11178
Q20237	Q11178
Q21148	Q11178
Q11178	Q65XX7
Q9N3H6	Q11178
Q17370	Q17589
Q19418	Q17370
Q17370	Q22024
Q65XX7	Q17370
Q17370	Q9N5D6
Q17370	Q9XW88
Q17381	B7WN96
Q17381	G2HK15
G5EC36	Q17381
Q17381	G5ECP6
Q17381	G5ECU7
G5EEM0	Q17381
Q17381	G5EGD2
Q17381	G5EGN3
H2KYH4	Q17381
Q17381	H2KZA1
H2KZM4	Q17381
H2L008	Q17381
Q17381	H8ESF3
Q17381	O01527
Q17381	O02273
O02289	Q17381
Q17381	O16850
O17072	Q17381
O17286	Q17381
Q17381	O17670
Q17381	O18214
Q17381	O45666
O62159	Q17381
P09088	Q17381
P34303	Q17381
Q17381	P34489
P34663	Q17381
Q17381	P34708
Q17381	P41828
P41936	Q17381
Q17381	P46505
Q17381	Q09587
Q18053	Q17381
Q17381	Q18056
Q17381	Q18192
Q18225	Q17381
Q17381	Q18273
Q17381	Q18426
Q18624	Q17381
Q18662	Q17381
Q19203	Q17381
Q19418	Q17381
Q17381	Q20237
Q22024	Q17381
Q22289	Q17381
Q17381	Q22292
Q23045	Q17381
Q17381	Q5H9N3
Q65XX7	Q17381
Q8T3B9	Q17381
Q93520	Q17381
Q17381	Q94131
Q17381	Q9N5D6
Q17381	Q9N5S3
Q9NA51	Q17381
Q17381	Q9NAE4
Q17381	Q9TXN8
Q9TZ37	Q17381
Q17381	Q9XUK2
Q17381	Q9XUK7
Q17381	Q9XV46
Q9XYB7	Q17381
Q17589	Q17589
Q18053	Q17895
Q18056	Q17895
Q22289	Q17895
Q9NAE4	Q17895
Q9TXN8	Q17895
Q17905	O17933
O76828	Q17905
Q17905	Q19203
Q17905	Q966B8
H2KYH4	Q18053
Q18053	P34684
Q18053	Q18053
Q19418	Q18053
Q22024	Q18053
Q18053	Q22289
Q18053	Q22292
Q9NAE4	Q18053
Q9TXN8	Q18053
Q18054	O18214
Q18054	Q18053
Q18054	Q18056
Q18054	Q18533
Q19203	Q18054
Q18054	Q19418
Q22024	Q18054
Q22289	Q18054
Q18054	Q9N5D6
Q18054	Q9NAE4
Q18054	Q9TXN8
Q18056	O18214
Q18056	Q18053
Q18056	Q18056
Q18056	Q22289
Q9TXN8	Q18056
Q18171	G5EC36
G5ED66	Q18171
G5EEG1	Q18171
H2KYH4	Q18171
H2KZA1	Q18171
O01527	Q18171
Q18171	O02273
O02289	Q18171
Q18171	O17670
Q18171	V6CLN5
Q18171	O62259
Q18171	P09088
Q18171	P20154
Q18171	P34684
Q18171	P41830
P46505	Q18171
Q18171	P56407
Q18624	Q18171
Q18171	Q18662
Q18171	Q19203
Q18171	Q19418
Q18171	Q20237
Q18171	Q21777
Q22024	Q18171
Q18171	Q22227
Q18171	Q5H9N3
Q65XX7	Q18171
Q18171	Q8T3B9
Q18171	Q95QB3
Q9N5V6	Q18171
Q9NAE4	Q18171
Q18171	Q9TXN8
Q9TZ37	Q18171
Q9XW88	Q18171
Q18225	Q18225
Q19418	Q18225
Q22289	Q18225
Q9XWR1	Q18225
Q18241	G5EEM0
Q18241	H2KZA1
O02273	Q18241
O17072	Q18241
Q18241	P09088
P20154	Q18241
Q18241	P34684
Q18241	P41830
Q18241	P41936
Q18426	Q18241
Q18624	Q18241
Q18662	Q18241
Q18241	Q19203
Q18241	Q19418
Q18241	Q19807
Q18241	Q21777
Q22289	Q18241
Q65XX7	Q18241
Q94131	Q18241
Q9N5D6	Q18241
Q18241	Q9N5V6
Q18241	Q9NA51
Q18241	Q9NAE4
Q19418	Q18248
Q18273	H2KYH4
Q18273	O18214
Q18273	O62159
Q18273	Q19418
Q20237	Q18273
Q18273	Q22292
Q18273	Q9NAE4
Q9TXN8	Q18273
O45603	Q18289
Q18289	Q9U1X3
Q18299	G5EEM0
G5EGD2	Q18299
Q18299	O16850
Q18299	O17670
P09088	Q18299
Q17370	Q18299
Q18056	Q18299
Q18624	Q18299
Q18299	Q19418
Q95QB3	Q18299
Q9N5S3	Q18299
Q18299	Q9NAE4
Q18192	Q18395
Q18435	Q19418
G5EBR0	Q18477
G5EBR5	Q18477
Q18477	G5EDU4
Q18477	G5EEM0
G5EGD2	Q18477
Q18477	H2KYH4
Q18477	H2KYJ8
Q18477	H2L008
O02273	Q18477
O17670	Q18477
O17862	Q18477
Q18477	O18214
Q18477	O45233
O45494	Q18477
O45550	Q18477
O45666	Q18477
Q18477	O62159
Q18477	P09088
Q18477	Q18053
Q18056	Q18477
Q18477	Q18225
Q19203	Q18477
Q18477	Q19418
Q21777	Q18477
Q18477	Q23045
Q23269	Q18477
Q18477	Q65XX7
Q8T3B9	Q18477
Q94126	Q18477
Q18477	Q94131
Q9BLC4	Q18477
Q9NAE4	Q18477
Q9TXN8	Q18477
Q9XWR1	Q18477
Q9XYB7	Q18477
Q18512	Q18512
G5ECU7	Q18533
O18214	Q18533
O45666	Q18533
P34663	Q18533
Q18533	Q18053
Q18533	Q18056
Q18225	Q18533
Q18711	Q18533
Q18533	Q19418
Q22292	Q18533
Q93348	Q18533
Q18533	Q9NAE4
Q18533	Q9TXN8
Q18533	Q9U2C9
Q18533	Q9XVD5
Q18533	Q9XWR1
Q18579	H2KZM4
Q18590	G5EEG9
Q18612	G5EEG9
H2KYH4	Q18612
Q19203	Q18612
Q19418	Q18612
Q9TXN8	Q18612
H2KZM4	Q18694
Q18694	O17670
O18214	Q18694
P09088	Q18694
Q18694	P34489
Q18694	Q10666
Q18694	Q18053
Q18694	Q18056
Q18273	Q18694
Q19418	Q18694
Q20237	Q18694
Q18694	Q22024
Q18694	Q22289
Q94131	Q18694
Q18694	Q9N5D6
Q18694	Q9N5S3
Q18694	Q9NA51
Q9NAE4	Q18694
Q9TXN8	Q18694
Q9U2C9	Q18694
Q9XYB7	Q18694
Q18711	H2KYH4
Q19418	Q18711
P09088	Q18782
Q19335	Q18056
Q19335	Q19418
Q19335	Q9GYG1
G2HK15	Q19418
Q19418	G5ECU7
Q19418	G5EDE1
Q19418	G5EGF8
G5EGN3	Q19418
H2KZM4	Q19418
Q19418	O01527
O16850	Q19418
Q19418	O17670
Q19418	O17894
O18214	Q19418
Q19418	V6CLN5
Q19418	O45521
O45666	Q19418
Q19418	O62159
P34478	Q19418
P34489	Q19418
Q19418	P34663
Q19418	P34684
P34708	Q19418
P41936	Q19418
Q19418	Q10666
Q19418	Q17895
Q19418	Q18056
Q18426	Q19418
Q19418	Q18624
Q19418	Q19203
Q19418	Q19212
Q19418	Q19418
Q20237	Q19418
Q19418	Q21361
Q19418	Q22024
Q19418	Q22289
Q23045	Q19418
Q9N5D6	Q19418
Q19418	Q9TXN8
Q9XV46	Q19418
Q9XWR1	Q19418
Q19418	Q9XWS3
Q9XYB7	Q19418
Q19503	Q18053
Q19503	Q19418
Q22289	Q19503
Q19862	Q19720
G5ECU7	Q19760
Q19760	G5EEM0
G5EGD2	Q19760
Q19760	O17670
V6CLN5	Q19760
Q19760	O45550
P09088	Q19760
Q19760	P41934
Q17589	Q19760
Q18056	Q19760
Q18605	Q19760
Q19760	Q19418
Q19760	Q21777
Q22227	Q19760
G5EC72	Q19253
A8WFL0	Q19253
A5PEX6	Q19253
Q4VNJ8	Q19253
P54936	O76840
Q19253	Q23571
P06125	P54936
P91820	P54936
Q8MNX8	P54936
P54936	A8JJR1
Q19275	Q19901
P54936	D0IMZ5
G5EDW5	Q19901
Q19951	Q10929
Q19901	P91482
Q19901	Q6A573
O18218	Q19901
Q19951	Q18426
Q19951	G5ECD7
Q09442	Q19951
Q19951	E3W743
Q19951	Q18605
Q19951	B3GWA0
Q21747	Q19951
Q20010	Q19951
Q19951	O01900
P34552	Q19951
Q19951	Q22631
Q9N490	Q19951
Q19951	P91820
Q965Y4	Q19951
Q19951	Q8IAA7
Q19951	G5EC32
A5PEX6	Q19951
G5EBP4	Q20005
Q19951	G5ED33
Q7K705	Q19951
A7DTF1	Q94222
Q94222	P20271
Q21502	Q94222
Q20010	P34416
Q10956	P34416
P34416	Q10958
P34416	Q6A573
O17905	P34416
P34416	Q7JP60
Q9N391	P34416
G5ED33	P34416
O16299	Q09989
Q19275	Q09989
Q09989	B3GWA0
Q09989	Q21225
C7IVR4	Q09989
O77469	Q09989
Q09989	Q965Y4
Q09989	O45797
P91820	Q09989
Q93203	Q9XVN3
Q95XQ1	Q09989
Q8WTJ8	Q09989
V6CJ04	Q9XVN3
Q19246	Q9XVN3
Q9XVN3	P34552
O16299	Q9XVN3
Q20177	Q9XVN3
O45812	Q9XVN3
Q09345	Q9XVN3
A8JJR1	Q9XVN3
O45539	P39055
O45539	Q09442
O45539	G5ED57
Q93203	O45539
G4RTG4	O45539
Q65ZB4	O45539
O45539	E3W743
O45539	G5ECW9
O45539	O01900
Q21301	O45539
O45539	P91820
E7EM33	O45539
O45539	Q09345
O45539	Q9U290
O45812	O45539
O45539	Q965Y4
O45539	A5PEX6
G5ED33	O45539
A6ZJ46	Q17865
O17173	A6ZJ46
Q17796	A6ZJ46
A6ZJ46	Q18076
P34402	A6ZJ46
A6ZJ46	O62235
E3W743	A6ZJ46
A6ZJ46	F5GUF6
A6ZJ46	Q9XVN3
A6ZJ46	D3YT78
A6ZJ59	A6ZJ46
A6ZJ46	O02174
P91561	A6ZJ46
O44577	A6ZJ46
A6ZJ46	Q8MLZ5
O76572	Q18320
Q18529	O76572
O76572	G5ED57
G5ED20	O76572
B3GWA0	O76572
E3W743	O76572
Q20010	O76572
O76572	Q19905
O76572	G5ECL2
P17139	O76572
O76572	Q09345
Q21878	O76572
O76572	P91482
O76572	Q95ZK7
G5EGI1	O76572
P91820	O76572
O76572	O18181
Q9XWN1	O76572
Q9U304	O76572
A7DTF1	O76572
Q4VNJ8	O76572
O76572	Q8WTJ8
P32085	Q9XUS7-2
G4S034	O45233
Q20502	G4S034
G4S034	Q09442
G4S034	Q19905
G4S034	O01900
Q9GPA4	G4S034
G4S034	Q9BKP3
P32085	G4S034
Q9N582	G4S034
A8WFL0	G4S034
O45233	Q18501
P32085	Q18501
E3W735	O45233
O01900	E3W735
Q09442	E3W735
E3W735	P32085
Q95XQ1	E3W735
G5EG53	E3W735
P03949	O62011
P03949	G5EDW2
Q18241	P03949
P03949	Q09442
P03949	Q18529
Q18320	P03949
Q18953	P03949
Q19749	P03949
B3GWA0	P03949
P03949	E3W743
A5JYT7	P03949
P03949	O01900
G5ECW9	P03949
Q09345	P03949
Q6BEV5	P03949
P34568	P03949
G5EC72	P03949
P03949	P91820
Q9U304	P03949
P03949	Q8T870
G5ED33	P03949
P03949	Q8I4E2
P03949	Q4VNJ8
P03949	D9N122
G5EBH3	Q09442
G5ECW9	G5EBH3
G5EBH3	Q8I4H7
G5EBH3	E7EM33
G5EBH3	Q9XWN1
G5EBH3	G5EC72
Q8I4M6	Q8MPT2
G5EBH3	G5ED33
Q8MPT2	Q65ZJ1
E3W743	Q8MPT2
Q8MPT2	Q22624
Q20177	Q8MPT2
G5EEM0	Q8MPT2
G5EEN3	B1V8A0
B1V8A0	P91001
Q09442	B1V8A0
B1V8A0	G4RTG4
B1V8A0	Q9XZI6
Q18529	B1V8A0
B1V8A0	W6RRU8
