interactor_A	interactor_B
Q65XX7	Q19418
Q20237	Q65XX7
Q65XX7	Q65XX7
Q9N5D6	Q65XX7
Q65ZG6	Q9U3F4
O17670	Q65ZG6
Q19203	Q65ZG6
Q65ZG6	Q19418
Q6BER5	H8ESF3
O16850	Q6BER5
O17670	Q6BER5
P41828	Q6BER5
Q21502	Q6BER5
Q9NA51	Q6BER5
Q19418	Q7JNM3
Q9NA51	Q7JNM3
Q19418	Q7JNQ1
Q9NAE4	Q7JNQ1
Q19418	Q7K6J1
Q7K714	Q19418
Q7K714	Q95QB3
Q7YWS9	Q7YWS9
Q86DA8	O17670
Q86DA8	Q18225
Q86DA8	Q19418
O18214	Q86MF0
O62159	Q86MF0
Q19418	Q86MF0
Q86MF0	Q21502
Q86MF0	Q22024
Q86MI0	Q86MI0
O45666	Q86PJ4
Q8I4F7	Q18662
Q8MQA7	Q19203
Q8MQA7	Q19418
Q19418	Q8MXK0
G5EGD2	Q8MXK5
Q8MXK5	H2KYJ8
Q8MXK5	P09088
Q8MXK5	P41934
Q8MXK5	Q18056
Q8MXK5	Q18624
Q19418	Q8MXK5
Q8MXK5	Q9N5D6
Q9N5S3	Q8MXK5
Q22292	Q8T7Z2
Q93230	Q19418
Q9N5S3	Q93230
Q93230	Q9TXN8
O18214	Q93348
Q93348	Q19418
Q93348	Q9NAE4
Q93348	Q9TXN8
Q9TYT0	Q93348
Q93352	O18214
Q93352	Q19418
Q9N3H6	Q93352
Q22289	Q93356
Q93442	Q22289
Q93548	O45521
Q19418	Q93548
Q93548	Q21777
G5EEM0	Q93560
O18214	Q93560
P09088	Q93560
Q93560	Q19203
Q93560	Q19418
Q22289	Q93560
Q93560	Q8T3B9
Q93560	Q9N5D6
Q93560	Q9NAE4
Q93616	O17670
O18214	Q93616
Q93616	Q10666
Q19418	Q93616
Q22289	Q93616
Q93616	Q22292
Q9TXN8	Q93616
Q93899	Q19418
Q22289	Q93899
Q22292	Q93899
Q93899	Q93348
Q9N5D6	Q93899
Q9NAE4	Q93899
Q93899	Q9TXN8
Q18225	Q93902
Q8T3B9	Q93902
Q94126	Q19418
Q21361	Q94126
Q22676	Q94126
Q94126	Q8IG69
Q94126	Q94126
Q9N5A8	Q94126
Q9NAE4	Q94126
Q94131	Q94131
Q94165	O17670
Q94165	Q9U1X3
O17670	Q94166
Q94234	Q22289
Q94361	G5EEM0
Q94361	Q18225
Q19418	Q94361
Q9N5D6	Q94361
Q21502	Q95PV6
Q9U2R6	Q95PV6
P09088	Q95QB3
Q95QB3	Q19418
Q95QB3	Q9N5D6
Q95QR2	Q19418
Q95QR2	Q95QR2
Q95QT4	O17611
Q95QY7	P56407
Q22289	Q95XA8
Q95XA8	Q9XW88
G5EEG9	Q95XG7
Q95XG7	Q19418
Q95XG7	Q95XG7
Q19418	Q95XU1
Q95Y07	G5EEL3
Q95Y12	Q19418
H2L008	Q965P0
Q19418	Q965P0
Q965P0	Q22227
Q965P0	Q9XW88
Q9BHL4	G5ED85
Q9BHL4	G5EEM0
Q9BHL4	H2KY76
Q9BHL4	H2L008
O02273	Q9BHL4
Q9BHL4	O45494
P09088	Q9BHL4
Q9BHL4	P34303
Q9BHL4	Q18605
Q19418	Q9BHL4
Q21777	Q9BHL4
Q22289	Q9BHL4
Q93520	Q9BHL4
Q9BI74	G5ECP6
Q9BI74	G5ECU7
G5EGD2	Q9BI74
Q9BI74	O18214
Q9BI74	O45320
P46581	Q9BI74
Q18605	Q9BI74
Q9BI74	Q18612
Q19418	Q9BI74
Q19807	Q9BI74
Q9BI74	Q20237
Q9BI74	Q21148
Q9BI74	Q22024
Q22289	Q9BI74
Q22292	Q9BI74
Q9BI74	Q23521
Q9BI74	Q86S66
Q9N410	Q9BI74
Q9BI74	Q9U2K7
Q9BI74	Q9XWQ6
Q9BI74	Q9XWR1
Q9BKZ8	G2HK15
G5ECU7	Q9BKZ8
Q9BKZ8	G5EEM0
G5EGD2	Q9BKZ8
Q9BKZ8	H2KYJ8
Q9BKZ8	O01960
O17072	Q9BKZ8
Q9BKZ8	O45666
Q9BKZ8	P09088
Q18053	Q9BKZ8
Q9BKZ8	Q18605
Q19418	Q9BKZ8
Q22289	Q9BKZ8
Q8T3B9	Q9BKZ8
Q9BKZ8	Q9N5D6
Q9N5S3	Q9BKZ8
Q9NAE4	Q9BKZ8
Q9TXN8	Q9BKZ8
Q9BKZ8	Q9XWS3
Q9XYB7	Q9BKZ8
Q9BL39	H8ESF3
O02289	Q9BL48
Q9BLC4	P41934
Q18225	Q9BLC4
Q19418	Q9BLC4
Q9BLC4	Q65XX7
Q9BPP1	O17862
Q9BPP1	Q22289
O01527	Q9GYG1
O17286	Q9GYG1
O17932	Q9GYG1
Q9GYG1	P09088
Q19418	Q9GYG1
Q9GYG1	Q21777
Q22227	Q9GYG1
Q9GYG1	Q23521
Q9GYG1	Q93520
Q9GYG1	Q9GYG1
Q9N5D6	Q9GYG1
Q9N2W3	O17670
Q9N360	G5EEM0
Q9N360	H2KYH4
O18214	Q9N360
Q9N360	O45666
Q9N360	P34708
Q18053	Q9N360
Q9N360	Q19203
Q9N360	Q19418
Q9N360	Q22621
Q23045	Q9N360
Q94131	Q9N360
Q9NAE4	Q9N360
Q9N360	Q9TXN8
Q9N360	Q9XYB7
Q9N373	P09088
Q19418	Q9N373
Q9N3C6	O45603
Q9U1X3	Q9N3C6
Q9N3F7	Q9N3F7
Q9N410	D9PTN5
G2HK15	Q9N410
G5EBR0	Q9N410
G5ECP6	Q9N410
Q9N410	G5ECU7
G5EEM0	Q9N410
Q9N410	G5EGD2
H2KY76	Q9N410
Q9N410	H2KYH4
Q9N410	H2KYJ8
Q9N410	H2KZA1
Q9N410	H2L008
O01960	Q9N410
O02219	Q9N410
Q9N410	O02273
Q9N410	O16218
Q9N410	O17286
Q9N410	O17670
Q9N410	O17932
Q9N410	O45233
O45494	Q9N410
Q9N410	O45550
Q9N410	O45666
O62159	Q9N410
Q9N410	P09088
Q9N410	P34303
Q9N410	P34474
P41828	Q9N410
P41830	Q9N410
Q9N410	P41934
Q09587	Q9N410
Q9N410	Q18056
Q18192	Q9N410
Q9N410	Q18212
Q9N410	Q18225
Q18624	Q9N410
Q9N410	Q18919
Q9N410	Q19203
Q19418	Q9N410
Q9N410	Q20709
Q9N410	Q21777
Q22227	Q9N410
Q22289	Q9N410
Q9N410	Q23521
Q65XX7	Q9N410
Q9N410	Q93520
Q94126	Q9N410
Q9N410	Q9BLC4
Q9N410	Q9GYG1
Q9N410	Q9N5D6
Q9N5S3	Q9N410
Q9N410	Q9NA51
Q9XYB7	Q9N410
Q19418	Q9N4L2
Q9NAE4	Q9N4L2
Q9TXN8	Q9N4L2
Q9N5A8	Q8IG69
G5EGN3	Q9N5D6
Q9N5D6	O18214
P09088	Q9N5D6
Q9N5D6	P20154
Q9N5D6	P41779
Q9N5D6	Q19503
Q9N5D6	Q20237
Q9N5D6	Q22024
Q9N5D6	Q86MD3
Q9N5D6	Q9N5D6
Q9N5D6	Q9TXN8
Q9N5H6	Q22289
G2HK15	Q9N5S3
G5EC36	Q9N5S3
Q9N5S3	G5EGD2
Q9N5S3	G5EGN3
Q9N5S3	H2KYH4
O02273	Q9N5S3
Q9N5S3	O02289
O18214	Q9N5S3
P09088	Q9N5S3
Q9N5S3	Q18053
Q9N5S3	Q18192
Q18426	Q9N5S3
Q18605	Q9N5S3
Q18624	Q9N5S3
Q9N5S3	Q19203
Q9N5S3	Q19418
Q20237	Q9N5S3
Q9N5S3	Q21148
Q9N5S3	Q21777
Q9N5S3	Q23045
Q9N5S3	Q65XX7
Q9N5D6	Q9N5S3
Q9N5S3	Q9N5S3
Q9NAE4	Q9N5S3
Q9N5S3	Q9TXN8
Q9XWS3	Q9N5S3
Q9XYB7	Q9N5S3
Q9N5X6	G2HK15
Q9N5X6	G5EGD2
Q9N5X6	O17670
P09088	Q9N5X6
Q18056	Q9N5X6
Q9N5X6	Q18225
Q9N5X6	Q19418
Q22289	Q9N5X6
Q23045	Q9N5X6
Q9N5X6	Q9N5D6
Q9NAE4	Q9N5X6
Q9N5X6	Q9TXN8
P56407	Q9NA30
Q9NA51	Q18192
H2KYH4	Q9NA56
Q9NA56	O16850
Q9NA56	O17670
Q9NA56	O18214
Q9NA56	O62159
Q9NA56	P34489
P34663	Q9NA56
Q9NA56	P34708
Q9NA56	Q09436
Q9NA56	Q10666
Q19291	Q9NA56
Q22292	Q9NA56
Q93348	Q9NA56
Q9NA56	Q9NA51
Q9NA56	Q9TXN8
Q9NAC5	O17286
Q9NAC5	Q20237
Q22798	Q9NAC5
Q9NAE4	G5EFF4
H2KYH4	Q9NAE4
Q9NAE4	O17670
Q9NAE4	O62159
Q9NAE4	P34708
Q9NAE4	Q18056
Q19203	Q9NAE4
Q19291	Q9NAE4
Q9NAE4	Q19418
Q9NAE4	Q21361
Q22292	Q9NAE4
Q9NAE4	Q9NAE4
Q9NAG7	Q19418
Q9NAG7	Q9TXN8
Q9NAL4	Q9XW88
Q9NLC2	Q19418
Q9NLC2	Q9NAE4
Q9TXN8	H2KYH4
O17670	Q9TXN8
Q9TXN8	P34684
Q18711	Q9TXN8
Q19203	Q9TXN8
Q9TXN8	Q22292
Q95QR2	Q9TXN8
Q9TXN8	Q9NAE4
Q9TXN8	Q9TXN8
Q9TYN3	P09088
Q9TYT0	P09088
Q19418	Q9TYT0
Q9TYU5	G5EEM0
Q9TYU5	H2KYH4
Q9TYU5	O02273
O18214	Q9TYU5
Q9TYU5	P09088
P34303	Q9TYU5
Q18053	Q9TYU5
Q9TYU5	Q18056
Q9TYU5	Q18192
Q9TYU5	Q18605
Q9TYU5	Q19203
Q9TYU5	Q19418
Q9TYU5	Q21777
Q9TYU5	Q22227
Q9N5D6	Q9TYU5
Q9N5S3	Q9TYU5
Q9NAE4	Q9TYU5
Q9TXN8	Q9TYU5
Q9TZ64	G2HK15
G5EGD2	Q9TZ64
Q9TZ64	G5EGN3
O02273	Q9TZ64
Q9TZ64	O18214
V6CLN5	Q9TZ64
O45436	Q9TZ64
P09088	Q9TZ64
P20154	Q9TZ64
P41828	Q9TZ64
Q9TZ64	Q18225
Q18624	Q9TZ64
Q23045	Q9TZ64
Q86MD3	Q9TZ64
Q9TZ64	Q8T3B9
Q9GYG1	Q9TZ64
Q9N3H6	Q9TZ64
Q9N5D6	Q9TZ64
Q9TXN8	Q9TZ64
Q9XWS3	Q9TZ64
P41846	Q9TZ70
Q9TZ99	O45666
Q9U3F4	Q9TZB8
Q9TZB8	V6CLN5
Q9TZB8	P34489
Q22289	Q9TZF5
Q9U1R1	H2KYH4
Q9U1R1	O17670
Q9U1R1	O18214
O62159	Q9U1R1
Q9U1R1	P34684
P34708	Q9U1R1
Q9U1R1	P41828
Q19418	Q9U1R1
Q22292	Q9U1R1
Q9U1R1	Q93348
Q9U1R1	Q9NAE4
Q9U1R1	Q9TXN8
Q9XVD5	Q9U1R1
Q9U1R1	Q9XW88
G2HK15	Q9U1W2
Q9U1W2	G5EBR0
G5EG44	Q9U1W2
G5EGD2	Q9U1W2
Q9U1W2	H2KZA1
Q9U1W2	O02279
Q9U1W2	O16850
Q9U1W2	O17670
P09088	Q9U1W2
P41828	Q9U1W2
Q9U1W2	Q17370
Q9U1W2	Q18225
Q18273	Q9U1W2
Q18426	Q9U1W2
Q9U1W2	Q18662
Q18711	Q9U1W2
Q19203	Q9U1W2
Q19212	Q9U1W2
Q9U1W2	Q19418
Q19496	Q9U1W2
Q9U1W2	Q19807
Q22829	Q9U1W2
Q5H9N3	Q9U1W2
Q9N3H6	Q9U1W2
Q9U1W2	Q9N5D6
Q9U1W2	Q9NA51
Q9U1W2	Q9NAE4
Q9TXN8	Q9U1W2
Q9U1S5	Q9U1W2
Q9U1W2	Q9XV46
Q9U1W2	Q9XWR1
Q9U1Y2	Q19418
G2HK15	Q9U226
Q9U226	G5EC36
Q9U226	G5EGD2
H8ESF3	Q9U226
Q9U226	O16850
Q9U226	O17670
O17894	Q9U226
O45666	Q9U226
O61924	Q9U226
Q9U226	P09088
P34489	Q9U226
P41828	Q9U226
Q9U226	P41830
Q9U226	Q17370
Q9U226	Q18212
Q9U226	Q18225
Q18273	Q9U226
Q18426	Q9U226
Q18662	Q9U226
Q9U226	Q19212
Q19496	Q9U226
Q19807	Q9U226
Q20237	Q9U226
Q9U226	Q22289
Q22812	Q9U226
Q8T3B9	Q9U226
Q9GTD4	Q9U226
Q9N5D6	Q9U226
Q9N5S3	Q9U226
Q9NA51	Q9U226
Q9TZI2	Q9U226
Q9U226	Q9XV46
Q9XWR1	Q9U226
Q9U235	H2KY76
P09088	Q9U235
Q9U235	Q19418
Q9U235	Q21777
Q22227	Q9U235
Q9U235	Q22289
Q9U235	Q23521
Q93520	Q9U235
Q9U289	O17670
P34684	Q9U289
Q9U289	P41828
Q9U289	Q22024
Q22289	Q9U289
Q9U289	Q9XW88
Q9U2R6	H2KYH4
Q9U2R6	Q86MI0
Q9U2U0	Q19418
Q9U323	Q9U323
G5EC36	EBI-2418918
O17670	Q9U3S8
P41936	Q9U3S8
Q9U3S8	Q94131
Q9U3S8	Q9N5D6
Q9U3S8	Q9NAE4
Q94126	Q9XU11
Q9XUB2	H8ESF3
Q9TXN8	Q9XUB2
Q9XUG3	Q19418
O17670	Q9XUK2
Q9XUK2	P09088
Q19418	Q9XUK2
Q8IG69	Q9XUK2
Q9XUK2	Q9XUK2
Q9XUS2	Q19862
Q9N5D6	Q9XUS2
G5EC36	Q9XV44
Q9XV44	Q19418
Q9XV44	Q23521
Q9NAD6	Q9XV44
G5EGD2	Q9XV46
Q9XV46	H2KZA1
Q9XV46	O17670
Q9XV46	O45233
P09088	Q9XV46
Q19203	Q9XV46
Q9XV46	Q22811
Q9N5D6	Q9XV46
Q9XVN4	G5EC36
Q9XVN4	O16850
O17670	Q9XVN4
Q9XVN4	P09088
Q9XVN4	P34489
Q9XVN4	P34684
P34708	Q9XVN4
Q9XVN4	Q19418
Q94131	Q9XVN4
Q9N5D6	Q9XVN4
Q9XVN4	Q9NAE4
Q9XVN4	Q9TXN8
Q9XVN4	Q9XVD5
Q9XVN4	Q9XYB7
Q9XVV3	G2HK15
G5ECU7	Q9XVV3
G5EGF4	Q9XVV3
Q9XVV3	G5EGN3
Q9XVV3	H2KZA1
H2KZM4	Q9XVV3
Q9XVV3	H2L008
Q9XVV3	O17670
V6CLN5	Q9XVV3
Q9XVV3	O45666
P09088	Q9XVV3
Q9XVV3	P34684
P41934	Q9XVV3
Q18225	Q9XVV3
Q19418	Q9XVV3
Q20237	Q9XVV3
Q22024	Q9XVV3
Q22289	Q9XVV3
Q9XVV3	Q23045
Q65XX7	Q9XVV3
Q8IG69	Q9XVV3
Q9XVV3	Q8T3B9
Q9N5D6	Q9XVV3
Q9XVV3	Q9NAE4
Q9TXN8	Q9XVV3
Q9XVV3	Q9XWR1
Q9XVV3	Q9XYB7
EBI-6760987	B7WN96
G2HK15	EBI-6760987
G5EBR0	EBI-6760987
EBI-6760987	G5EBR5
EBI-6760987	G5EEM0
EBI-6760987	G5EGD2
H2KZA1	EBI-6760987
EBI-6760987	H2L0B0
O01527	EBI-6760987
O02219	EBI-6760987
EBI-6760987	O02289
EBI-6760987	O17072
EBI-6760987	O17670
EBI-6760987	O45666
P09088	EBI-6760987
P41830	EBI-6760987
EBI-6760987	P46505
EBI-6760987	Q17370
Q18056	EBI-6760987
EBI-6760987	Q18225
EBI-6760987	Q18273
Q18426	EBI-6760987
Q18662	EBI-6760987
Q19418	EBI-6760987
EBI-6760987	Q20551
EBI-6760987	Q23045
Q5H9N3	EBI-6760987
Q86S30	EBI-6760987
EBI-6760987	Q8T3B9
EBI-6760987	Q93246
Q95QT4	EBI-6760987
Q965W2	EBI-6760987
Q9N5D6	EBI-6760987
Q9NA51	EBI-6760987
EBI-6760987	Q9NAE4
Q9TXN8	EBI-6760987
Q9TZ37	EBI-6760987
Q9XWR1	EBI-6760987
Q9XWS3	EBI-6760987
G5ECU7	Q9XW80
G5EEM0	Q9XW80
Q9XW80	G5EGD2
Q9XW80	G5EGN3
Q9XW80	O01527
Q9XW80	O45233
P09088	Q9XW80
P41934	Q9XW80
Q18225	Q9XW80
Q9XW80	Q19203
Q19418	Q9XW80
Q20237	Q9XW80
Q9N3H6	Q9XW80
Q9XW80	Q9XWQ6
Q19418	Q9XWF2
Q22289	Q9XWF2
G2HK15	Q9XWJ8
G5ECU7	Q9XWJ8
Q9XWJ8	G5EEM0
Q9XWJ8	G5EFF4
Q9XWJ8	G5EGD2
Q9XWJ8	G5EGN3
O01527	Q9XWJ8
O01960	Q9XWJ8
Q9XWJ8	O02273
O18214	Q9XWJ8
Q9XWJ8	V6CLN5
Q9XWJ8	O45494
Q9XWJ8	O45550
Q9XWJ8	P09088
P41934	Q9XWJ8
Q18056	Q9XWJ8
Q18225	Q9XWJ8
Q9XWJ8	Q18605
Q9XWJ8	Q18624
Q9XWJ8	Q19203
Q9XWJ8	Q19418
Q9XWJ8	Q20237
Q21777	Q9XWJ8
Q22024	Q9XWJ8
Q9XWJ8	Q22227
Q23045	Q9XWJ8
Q5H9N3	Q9XWJ8
Q9XWJ8	Q65XX7
Q9XWJ8	Q86S30
Q93520	Q9XWJ8
Q9XWJ8	Q9BLC4
Q9GYG1	Q9XWJ8
Q9N5A8	Q9XWJ8
Q9N5D6	Q9XWJ8
Q9NAE4	Q9XWJ8
Q9XWJ8	Q9TXN8
Q9U2K7	Q9XWJ8
Q9XWJ8	Q9XV46
Q9XWJ8	Q9XWR1
Q9XWJ8	Q9XWS3
G5EDE1	Q9XWK6
H2KYB3	Q9XWK6
Q9XWK6	H2KYH4
O16850	Q9XWK6
Q9XWK6	Q18053
Q9XWK6	Q19418
Q9XWK6	Q65XX7
Q9XWS3	Q9XWK6
Q9XWN9	H2L008
Q9XWN9	Q19418
Q9XWQ6	V6CLN5
Q18225	Q9XWQ6
Q19418	Q9XWQ6
Q9XWQ6	Q9XWR1
G2HK15	Q9XWR1
Q9XWR1	Q22289
Q9XWR1	Q9XWR1
H2KYH4	Q9XX95
Q18053	Q9XX95
Q9XX95	Q18512
Q19418	Q9XX95
Q9XX95	Q22289
Q22289	Q9XXS2
Q9Y049	P41830
Q9Y049	Q9Y049
EBI-6762630	P10038
EBI-6762613	P17486
H2KY91	EBI-6762585
P53547	EBI-6762732
EBI-6762715	G5EDS1
EBI-6762698	Q19291
Q18694	EBI-6762681
EBI-6762659	Q18533
EBI-6762647	EBI-322394
EBI-6762842	Q9GYG1
P91544	EBI-6762822
Q09604	EBI-6762805
EBI-6762788	G5ED85
Q95QD7	EBI-6762771
Q20257	EBI-6762744
EBI-6762941	Q22227
Q95QD7	EBI-6762923
P34522	EBI-6762907
P41829	EBI-6762891
EBI-6762875	Q22227
EBI-6762859	Q27355
EBI-6763045	Q09565
G5EDS1	EBI-6763028
EBI-6763011	Q18533
EBI-6762990	G5EEJ1
EBI-6762977	Q22289
EBI-6762954	Q22292
EBI-6763168	Q9N4L2
EBI-6763151	P41934
P91544	EBI-6763134
O18251	EBI-6763113
P20268	EBI-6763096
EBI-6763079	G5EBS8
EBI-6763062	P20271
Q22289	EBI-6763254
Q22227	EBI-6763233
Q8MXK0	EBI-6763217
O16537	EBI-6763201
EBI-6763185	H2KY91
G5EFY7	EBI-6763354
Q18605	EBI-6763332
EBI-6763315	EBI-322394
EBI-6763303	O16537
EBI-6763281	Q86PJ4
EBI-6763265	P91544
EBI-6763456	Q22227
Q09604	EBI-6763439
G5ED85	EBI-6763422
EBI-6763405	Q95QD7
Q8MXK0	EBI-6763388
Q20257	EBI-6763371
P91544	EBI-6763536
EBI-6763524	Q9NA51
EBI-6763507	Q95Y07
Q22289	EBI-6763490
EBI-6763473	Q22292
P34684	EBI-6763643
EBI-6763627	Q86PJ4
A3FPJ2	EBI-6763611
Q17589	EBI-6763591
EBI-6763570	H2KY91
Q9GYG1	EBI-6763558
EBI-6763739	Q18605
EBI-6763723	Q18533
G5EEJ1	EBI-6763707
EBI-6763691	Q22910
EBI-322394	EBI-6763675
O16537	EBI-6763659
EBI-6763819	P53547
EBI-6763803	G5EDS1
O62159	EBI-6763787
Q19291	EBI-6763771
EBI-6763755	Q18694
EBI-6763899	Q09604
G5EGE2	EBI-6763883
EBI-6763867	G5EBS8
P20271	EBI-6763851
EBI-6763835	Q19720
Q22811	EBI-6763974
Q22510	EBI-6763963
Q22289	EBI-6763947
Q22292	EBI-6763931
Q22227	EBI-6763910
EBI-322394	EBI-6764054
Q9GYG1	EBI-6764043
P91544	EBI-6764027
P56407	EBI-6764011
Q22812	EBI-6763995
EBI-6764149	P34766
Q93356	EBI-6764126
G5EEJ1	EBI-6764113
EBI-6764090	Q22909
Q18248	EBI-6764077
O45603	EBI-6764234
P20271	EBI-6764221
EBI-6764198	Q20257
Q19937	EBI-6764180
G5EDS1	EBI-6764162
EBI-6764324	Q9U1X3
Q9XWN9	EBI-6764311
Q21878	EBI-6764293
Q09602	EBI-6764270
EBI-6764252	Q95QD7
P91544	EBI-6764342
EBI-6764360	H2KY91
EBI-6764419	Q17792
A3FPJ2	EBI-6764396
P52906	EBI-6764378
O16537	EBI-6764473
EBI-6764491	Q17370
EBI-6764504	Q22910
P17486	EBI-6764450
P34684	EBI-6764437
EBI-6764545	Q18533
EBI-6764527	Q93352
EBI-6764563	Q19291
P53547	EBI-6764581
EBI-6764599	Q19807
Q8MXK0	EBI-6764657
EBI-6764621	P29506
O45436	EBI-6764634
G5EBS8	EBI-6764675
EBI-6764697	Q9XTJ4
EBI-6764764	Q22227
EBI-6764746	Q09604
Q21777	EBI-6764733
O45666	EBI-6764715
G5EBG6	EBI-6764782
P56407	EBI-6764841
EBI-6764818	Q9U2Z0
Q9TXN8	EBI-6764805
EBI-6764895	Q9N4L2
EBI-6764908	Q19291
EBI-6764877	Q94398
Q9GYG1	EBI-6764854
EBI-6764959	Q22289
P91544	EBI-6764976
Q09565	EBI-6764925
Q22292	EBI-6764942
Q09262	EBI-6764998
EBI-6765048	Q18533
EBI-6765032	P34684
EBI-6765010	Q22292
Q09604	EBI-6765112
EBI-6765096	Q09602
EBI-6765064	P20271
EBI-6765080	G5EBS8
Q22289	EBI-6765123
P41935	EBI-6765144
EBI-6765160	EBI-322394
EBI-6765171	Q19291
EBI-6765192	Q19720
EBI-6765203	Q20201
Q21777	EBI-6765219
EBI-6765235	Q22292
EBI-6765251	Q9N5S3
P17486	EBI-6765324
P34684	EBI-6765302
EBI-6765290	Q95PV6
O02273	EBI-6765273
P53547	EBI-6765387
G5EDS1	EBI-6765375
EBI-6765358	Q18533
EBI-6765341	EBI-322394
EBI-6765455	Q95QD7
EBI-6765438	G5EBS8
EBI-6765426	P20271
EBI-6765404	Q20257
Q22829	EBI-6765528
EBI-6765506	Q09604
Q09602	EBI-6765494
G5EGE2	EBI-6765477
Q94398	EBI-6765574
EBI-6765557	P20154
EBI-6765545	H8ESF3
EBI-6765639	G5ED85
EBI-6765628	G5EBR5
Q9N5V6	EBI-6765607
EBI-6765591	O16537
Q22289	EBI-6765692
EBI-6765671	Q22292
Q22227	EBI-6765660
Q18248	EBI-6765751
EBI-6765735	Q23458
P91544	EBI-6765719
O45291	EBI-6765703
EBI-6765806	P91278
EBI-6765790	Q19291
Q18533	EBI-6765773
EBI-6765865	Q19418
P10038	EBI-6765844
H2KZZ2	EBI-6765827
Q21970	EBI-6765928
EBI-6765912	Q09604
Q09585	EBI-6765892
G5EF25	EBI-6765876
G5EBR5	EBI-6765983
Q09262	EBI-6765960
Q22292	EBI-6765949
EBI-6766032	G5EDS1
G5EC89	EBI-6766011
O16537	EBI-6765995
EBI-6766083	Q20201
EBI-6766064	P91855
P29506	EBI-6766048
EBI-6766126	Q21836
EBI-6766115	Q09604
EBI-6766099	G5EBS8
Q94398	EBI-6766178
EBI-6766167	Q9NA51
EBI-6766146	P41935
EBI-6766228	Q18533
EBI-6766210	Q18056
EBI-6766199	Q22227
Q19291	EBI-6766282
EBI-6766264	Q7JNM3
EBI-6766251	Q18605
P41779	EBI-6766336
EBI-6766318	O16218
EBI-6766300	Q19345
EBI-6766408	P34450
Q8MXK0	EBI-6766390
EBI-6766377	Q20257
G5EFY7	EBI-6766354
EBI-6766462	Q22156
O16850	EBI-6766444
G5EBR5	EBI-6766426
Q22292	EBI-6766498
Q22227	EBI-6766480
Q94131	EBI-6766556
Q23038	EBI-6766539
Q22289	EBI-6766516
Q9GYG1	EBI-6766610
EBI-6766597	Q9U1R1
EBI-6766574	Q9NA51
EBI-6766662	Q22910
EBI-6766651	EBI-322394
EBI-6766628	Q23458
Q22227	EBI-6766710
EBI-6766694	Q09602
P53547	EBI-6766683
Q09262	EBI-6766763
Q22289	EBI-6766742
Q22292	EBI-6766726
P41934	EBI-6766809
EBI-6766792	O45666
EBI-6766775	Q95QD7
EBI-6766863	Q22289
EBI-6766847	Q22292
EBI-6766831	Q18533
EBI-6766913	EBI-322394
Q94165	EBI-6766896
EBI-6766879	H2KY91
EBI-6766964	O17894
Q19291	EBI-6766947
EBI-6766930	Q18605
G5ED85	EBI-6766998
Q95QD7	EBI-6766981
EBI-6767053	Q9N352
Q23175	EBI-6767032
Q22227	EBI-6767015
EBI-6767099	Q22292
Q9GYG1	EBI-6767087
P91544	EBI-6767065
Q19937	EBI-6767156
EBI-6767134	G5EDS1
EBI-6767117	Q18533
Q22292	EBI-6767190
G5EBS8	EBI-6767168
EBI-6767241	Q94361
P90971	EBI-6767224
G5EBG6	EBI-6767202
EBI-6767293	Q22292
EBI-6767275	EBI-322394
G5EFV4	EBI-6767253
Q22289	EBI-6767311
Q22811	EBI-6767324
EBI-322394	EBI-6767347
Q18533	EBI-6767359
EBI-6767381	Q18605
Q19291	EBI-6767393
EBI-6767410	G5EDS1
EBI-6767449	G5EBS8
Q09604	EBI-6767466
EBI-6767432	Q19720
Q22227	EBI-6767483
Q22292	EBI-6767500
EBI-6767551	P91544
EBI-6767517	Q22289
EBI-6767534	Q22811
Q18533	EBI-6767585
EBI-322394	EBI-6767568
EBI-6767602	Q18605
EBI-6767619	Q22227
EBI-6767631	Q22292
Q9N352	EBI-6767670
Q22289	EBI-6767648
Q18533	EBI-6767704
Q27355	EBI-6767721
P91544	EBI-6767687
EBI-6767750	Q22292
Q9N5S3	EBI-6767738
EBI-6767801	Q86PJ4
EBI-6767784	H2KY91
EBI-6767767	Q10924
P17486	EBI-6767823
O16537	EBI-6767835
EBI-6767869	Q18248
EBI-6767886	Q22910
EBI-322394	EBI-6767852
Q22909	EBI-6767903
G5EEJ1	EBI-6767920
Q18605	EBI-6767954
Q18694	EBI-6767971
Q18533	EBI-6767937
Q09534	EBI-6767988
Q19291	EBI-6768005
G5EFY7	EBI-6768056
EBI-6768039	P53547
EBI-6768027	Q19418
EBI-6768090	Q09565
Q20257	EBI-6768073
Q20646	EBI-6768107
Q95QD7	EBI-6768130
Q21187	EBI-6768151
EBI-6768168	G5ED85
EBI-6768207	O16850
H2L008	EBI-6768185
Q22292	EBI-6768236
EBI-6768219	Q22227
Q22289	EBI-6768253
H2KYJ8	EBI-6768270
P34807	EBI-6768321
EBI-6768287	Q22510
P41933	EBI-6768304
G5EDQ2	EBI-6768363
EBI-6768342	Q22829
Q9XWN9	EBI-6768380
EBI-6768397	Q94131
EBI-6768414	EBI-6760987
EBI-6768431	Q9NA51
EBI-6768448	Q9XW88
P91544	EBI-6768465
EBI-6768487	Q9GYG1
H2KY91	EBI-6768499
Q17792	EBI-6768533
EBI-6768550	P34684
EBI-6768516	A3FPJ2
EBI-6768584	P10038
P17486	EBI-6768567
EBI-6768622	O17593
O16391	EBI-6768601
EBI-6768656	Q18273
G5ECT8	EBI-6768639
EBI-6768673	P13528
