interactor_A	interactor_B
Q9SA23	Q94F58
Q9FZK5	Q9SA23
Q9SA42	Q8RXD6
Q9SA55	O49617
Q8GYX3	Q9SA55
Q9SA55	Q8H1E5
Q0WLB5	Q9SA55
Q8W5R5	Q9SA55
Q94A73	Q9SA55
Q9SA55	Q9FFZ0
Q9SA56	O22179
Q9SA56	P46639
Q700E3	Q9SA56
Q9SA56	Q8H1E5
Q8H1Q3	Q9SA56
Q9SA56	Q0WLB5
Q9SA56	O81851
Q93Z00	Q9SA56
Q9FHQ3	Q9SA56
Q9SA56	Q9FNR3
Q9SA56	Q9S7W5
Q9STS3	Q9SA56
Q84MB2	Q9SA94
Q9SA95	Q9C9G5
Q9SA95	Q9S7W5
Q8H0Z3	Q9SAB3
Q9SAB3	Q93VI4
Q93Z00	Q9SAB3
Q940A7	Q9SAB3
Q9C4Z8	Q9SAB3
Q9FI15	Q9SAB3
Q9LKL2	Q9SAB3
Q9SAB3	Q9LUV4
Q9LX90	Q9SAB3
Q9S7W5	Q9SAB3
Q9SAB3	Q9SK03
Q9SAH1	Q949M9
Q9SAH1	Q9SYG2
Q9SAH7	Q8GWF1
Q9SAH7	Q8L7Y2
Q9C5T4	Q9SAH7
Q9SAK5	Q700E3
Q9SAK5	Q84K25
Q93V99	Q9SAK5
Q9SAK5	Q93Z00
Q9SAK5	Q9FL03
Q9SAK5	Q9S7W5
Q9SAK9	Q84WV8
Q9SAU2	Q9SAU2
Q9SB31	Q8VYJ2
Q9LVB0	Q9SB31
Q9SB63	Q8VZR8
Q8W4B1	Q9SB63
Q8W5R5	Q9SB63
Q9SB63	Q9C9L2
Q9FVU9	Q9SB63
Q8H111	Q9SB65
Q8L7F7	Q9SB65
Q8VZR8	Q9SB65
Q84JZ7	Q9SB75
Q9SB75	Q94F58
O23193	Q9SBJ6
Q8GXA4	Q9SCL4
Q9SCL4	Q8VY49
Q9SCL4	Q8VZW1
Q9SCL4	F4JN35
Q9SCL4	Q9SUT9
Q9SCZ8	Q84JZ7
Q9SCZ8	Q8GXA4
F4JN35	Q9SCZ8
Q94BX2	Q9SCZ8
Q94F58	Q9SCZ8
Q9SD04	O04326
Q9SD04	Q8VZW1
Q9SD04	Q9FZK5
Q9C6S8	Q9SD61
O82230	Q9SD65
O04209	P42697
Q9LQ55	O04209
Q9LQ55	P42697
Q9LQ55	P42697
Q9LQ55	P42697
P42697	P42697
Q8S944	Q8S944
P42697	Q9LQ55
F4ITL6	Q38846
F4ITL6	P49333
P49333	F4ITL6
P49333	F4ITL6
F4ITL6	Q38846
F4ITL6	P49333
Q9FG38	O22929
O22929	Q9FG38
F4K657	O22929
Q9FG38	F4K657
Q9FG38	O22929
O22929	Q9FG38
O22929	F4K657
Q9FG38	O22929
O48724	Q9C9N6
Q9C9N6	O48724
O48724	Q9C9N6
O48724	Q9C9N6
O48724	O48724
Q9C9N6	O48724
O48724	Q9C9N6
Q8LGD5	Q39024
Q8S8P5	Q8LGD5
Q8LGD5	O22921
Q39024	Q8LGD5
Q8LF21	O04209
F4J8D3	O04209
O04209	Q0WLB5
F4J8D3	O04209
F4J8D3	F4J8D3
O04209	O04209
Q0WLB5	F4J8D3
Q0WLB5	Q0WLB5
Q0WLB5	F4J8D3
O48963	O48963
O48963	O48963
O48963	O48963
P30302	Q9ZVX8
Q058P7	O80480
Q9SVQ9	Q9SQR2
Q9SVQ9	Q9SQR2
Q9LXG5	Q9C8Z9
Q9C8Z9	Q9LXG5
O23171	Q9LFT6
O23171	Q9LFT6
Q9M012	Q9SIY7
Q8VZ95	Q9LXV1
Q8VZ95	Q9LXV1
Q9M012	Q9SIY7
Q940H8	Q67ZB3
Q93V62	Q9FG81
Q9C7N3	Q8GWR2
Q8GWR2	Q9C7N3
Q940H8	Q67ZB3
Q9SV31	Q08733
Q8VZ95	Q9SHG7
Q8VZ95	Q9SHG7
Q93VH1	Q8GWB3
Q9FX31	Q8L7H4
Q9SV31	Q08733
Q93Z00	Q9SLK2
Q8H115	Q9FY93
P27202	Q8VZW1
Q9FZK5	Q147J7
Q8VZW1	Q94AJ5
Q949M9	Q9LFR3
Q84VX3	Q84MB2
Q84MB2	Q84VX3
Q9S7W5	Q93Z00
Q8VZW1	Q9LDU6
Q93Z00	Q9S7W5
P30302	Q08733
Q93Z00	Q9FK45
Q8VZ95	P93004
P93004	Q8VZ95
Q8LF89	P43273
Q9LXE3	Q8L5Z0
Q8LEQ0	O04204
Q93WJ9	Q9FNR3
Q8VZ95	Q84W04
Q6NPE9	Q8L7W3
Q9SVD7	Q93ZF6
Q8VZW1	Q9FZ98
Q9FZ98	Q8VZW1
Q9FGW7	Q9S7W5
Q9S7W5	Q9FGW7
Q6ID77	Q8RXD6
Q93ZF6	Q9SVD7
Q8VZW1	Q9FFK1
Q94F58	Q9LVC0
Q9M155	Q9M223
Q9LUA3	P93002
Q8VZW1	Q9LPF1
P82874	Q94F58
Q6NPM7	Q94AX2
O04603	Q67XX3
Q9LVG2	P92958
Q94F58	Q9FI10
Q8GTS1	Q8LBK6
Q9C8W7	Q42328
Q93ZY2	P92978
Q9SA23	Q946Y7
Q9FPR2	F4JS25
Q9SA23	Q946Y7
Q94BM7	P43254
P43254	Q94BM7
Q9SUA3	Q9XF67
O22763	Q9LZP8
Q8LAS7	Q9LZW4
Q9LZW4	Q8LAS7
O22763	Q9LZP8
Q9LZP8	B9DGI8
Q9XF67	Q39183
Q9SKK0	Q9FHW7
B9DGI8	Q9LZP8
Q8L940	Q9ZNR6
Q9ZNR6	Q8L940
Q9ATB4	Q9AR19
Q9FHW7	Q9C9W9
Q9FHW7	Q9LEX0
Q8GWV6	Q03509
Q9ATB4	Q9AR19
P49677	P49677
Q39255	Q9ZR12
Q8GWV6	Q1H5F3
Q9SAH7	Q9C5T4
Q9XF67	Q9LTW5
Q39255	Q9SKK0
Q9FDX1	Q39255
Q94JY4	Q94JY4
Q39255	Q9FE83
Q1EC57	Q8LAZ7
Q9LEX0	Q39255
Q8LAZ7	Q1EC57
Q8LGD5	Q39024
A1A6N0	Q0WLB5
O04905	Q94F58
Q8VZW1	O04905
A0JQ67	Q9S736
O04905	F4JN35
A1L4Y9	Q8L7W3
Q8L3X8	A1L4Y9
A1L4Y9	Q6NQ80
Q84JL3	Q0WTB8
A1L4Y7	Q9LNT9
A1L4Y7	Q9FHW7
Q9SL93	A1L4Y7
A8MQG7	Q38951
Q84K25	A2RVV7
A1L4Y9	Q8VYA5
Q9SJA6	A1L4Y9
Q9CAW9	A1L4Y9
A2RVT9	Q9FVU9
B9DFI7	Q8VZW1
B9DFG5	Q9SV69
Q9FNR3	B9DFG5
A8MQG7	Q93Z00
A8MQG7	Q9FL82
A8MQG7	Q9FI70
Q9ZUI4	A8MQG7
O49485	O04130
O04090	Q93Z00
B9DFI7	F4JN35
O03983	Q8LAZ7
B9DFI7	Q94F58
Q9FF86	O04019
O04294	O65154
O04294	O49629
O04294	O22703
O04193	O81851
O04204	Q8LEQ0
O04204	Q8LCW9
Q39255	O04197
O04294	O22179
Q8GY51	O04294
Q84MB2	O04294
O04294	Q84K72
Q84JJ0	O04294
O65555	O04294
P29382	O04294
O04294	O82230
O04294	O80837
O04294	Q2VWA2
O04294	Q9ASS9
O04294	Q93WC7
O04294	Q8VZL7
O04294	Q8RWF8
Q8GYX3	O04294
Q8L8N3	O04294
Q8L7G9	O04294
Q8H1S2	O04294
Q8LPR2	O04294
Q9LU74	O04294
Q9LNW0	O04294
Q9FNN2	O04294
O04294	Q9ASW4
Q9FGF5	O04294
Q9CAK8	O04294
O04294	Q9FIK0
Q9SK33	O04294
Q9SIC8	O04294
Q9SA48	O04294
O04294	Q9SMP3
Q9LUK6	O04294
O04294	Q9SSQ8
O04294	Q9SR38
Q9LUV4	O04294
O04336	P46639
Q9LYM0	O04312
Q9SX65	O04294
F4IK01	O04294
Q9SZZ4	O04294
Q8LAZ7	O04312
C0SVM5	O04341
Q9M2E8	O04336
O04336	Q9FNR3
Q56YJ8	O04336
Q8S8Q2	O04336
O04336	Q9LII8
Q8VWI0	O04336
Q94K05	O04450
O04420	O04420
O04341	Q9LII8
O04341	Q9ZW14
O04341	Q84MB2
Q93Z00	O04342
O04663	Q93ZT6
O04616	Q9SS37
O04486	Q84WV8
O04616	Q84JZ7
O04486	Q8LA96
O04616	Q9FFS0
Q9C6B3	O04834
Q949S4	O04834
Q94F58	O04714
O04834	Q8LAZ7
O04722	Q94F58
Q8VY49	O04834
Q9SZZ4	O04834
O04834	Q9SIY7
O04834	Q9FVU9
Q9LIC7	O04834
O04834	Q9LIC6
O04834	Q9M012
Q9FZK5	O04921
O04921	Q94F58
O04834	Q9SZZ6
O04921	Q8VZW1
O04921	F4JN35
O22229	Q8L7I1
O22229	O22229
Q9SJ16	O22207
O22173	Q9ASS9
O22136	Q8RXE5
Q6NQ63	O22136
O22241	Q38845
Q9S7W5	O22229
O22241	O22241
O22265	Q9C8P0
Q96331	O22265
Q700E3	O22265
O22265	Q8L7I1
Q8H1G0	O22265
Q93Z00	O22265
O22265	Q9LVG2
O22265	Q9FH14
Q9LJW3	O22265
Q9LU63	O22265
O22286	P46602
P46601	O22286
O22265	Q9S7W5
Q9SSQ8	O22265
O22286	O22286
Q9C9P3	O22287
Q9SGR1	O22286
Q6NQ80	O22286
O22286	Q8VY20
O22286	Q9FNI1
Q8VZ95	O22690
O22690	O48741
Q93Z00	O22609
O22682	Q9LII8
O04326	O22690
O22691	Q8LAZ7
Q9FZK5	O22690
Q8VZW1	O22690
O22690	Q94BX2
Q94F58	O22690
Q8L3X8	O22703
O22703	O22703
Q39023	O22691
Q39026	O22691
Q93Z00	O22691
O22789	Q9SZZ4
O22789	Q94F58
O22703	Q8RWQ1
Q93Z00	O22789
O22704	Q9SJK5
O22789	Q949S4
Q38829	O22795
Q9LKL2	O22791
O80678	O22791
O22791	Q9ASW4
O22791	Q9C4Z8
Q9SZZ4	O22912
O22827	O22827
O22798	Q9S7W5
O22800	Q9FVU9
Q8LAZ7	O22800
Q9FMA3	O22802
O82240	O22944
Q9SJ56	O22929
O22914	Q9C8P0
Q93Z00	O22922
Q9M8N2	O22914
Q9ASS9	O22922
Q9C9L2	O22947
O22947	Q93Z00
O22944	Q9M2E8
Q0WLB5	O22947
Q8LAZ7	O22947
O22947	Q8VZS3
Q8LAZ7	O23138
Q9LM77	O22985
O22957	O22768
Q84K16	O22957
O22958	Q9LT89
Q9FNR3	O23138
O23138	P46639
Q8H1E5	O23138
Q8L7G9	O23138
O23138	Q9SYI9
O23171	O23171
O80476	O23171
O23171	Q8S9K8
O23212	O22286
O23171	Q9LFT6
O23188	Q9SCK1
O23193	Q8LAZ7
Q84MB2	O23212
O23212	Q42404
O23212	Q6NMK2
O23212	Q94BN8
O23212	F4JCU0
O23212	Q8VYU8
Q93Z00	O23212
Q9FTA2	O23212
O23212	Q94ID6
Q9FMY5	O23212
Q9S7L6	O23212
Q9LQW3	O23212
O23212	Q9LT89
Q93Z00	O23290
Q84WV8	O23267
O23267	Q93Z00
O23290	Q38829
Q8VY64	O23310
O23299	O23300
O23310	Q84JP1
O23310	Q9LN09
O23310	Q93ZH2
Q9LHG0	O23310
O23329	Q8VZW1
O23310	Q9ZVL3
Q0WV96	O23329
O23421	Q8LAZ7
O23329	F4JN35
Q94F58	O23329
O23421	Q9FTA2
O23421	Q84MB2
Q8GXX5	O23421
Q94AI7	O23421
O23421	Q9S7L6
O23421	Q9FX31
Q9LVI4	O23421
Q8L774	O23547
Q9S7W5	O23421
Q9SYI9	O23421
Q8GXD8	O23676
Q9LVI4	O23547
Q6NPE9	O23676
O23676	Q9C576
Q8RWF8	O23676
O23676	Q96331
O23702	O23702
O23676	Q9FMA3
O23694	Q8L745
P49677	O24407
O81147	O23710
O23712	Q9C6B3
O24407	Q38822
O24407	P49678
O24407	Q2VWA2
O24407	Q9ZSY8
O24407	Q38829
O24407	Q94AI7
Q38822	O24408
P49677	O24408
Q2VWA2	O24408
Q8VZW1	O24466
Q38826	O24408
Q38829	O24408
O24466	Q9SIY7
O24466	F4JN35
O24466	Q94F58
Q9LIK0	O24653
Q9SZZ4	O24466
O24653	Q949S4
Q8GYX3	O48533
O22179	O48533
Q84K72	O48533
Q0WLB5	O48533
Q8L3Z8	O48533
Q9ASS9	O48533
O48533	Q8W5R5
O48533	Q94BX2
O48646	Q9LII8
O48533	Q9SJU0
Q9FFZ0	O48533
Q9FIR9	O48533
Q9FNR3	O48533
O48741	Q84K25
O48723	O48723
O48741	O04326
O48741	O48741
Q84JE5	O48767
O48741	Q9FZK5
O48741	Q8VZ95
O48741	Q8VZW1
O48741	Q94F58
O48791	O48791
O48767	Q84K25
Q8GWT9	O48767
Q8RXD6	O48767
Q9STS3	O48828
Q9SCK1	O48828
Q8RXD6	O48791
Q9S736	O48791
O48828	Q8L7G9
Q9C9X0	O48852
O48852	Q8L7S4
Q8RWF8	O48852
O48852	Q8VZE5
O49279	P48349
O48852	Q9CAW9
Q9FM97	O48917
O49196	O04342
O49279	Q9FHW7
Q39255	O49279
Q8L5X9	O49279
O49354	Q9LYL6
O49354	Q9LII8
O49354	Q8GY72
Q94F58	O49378
O49378	Q8VZ95
O49378	Q8VZW1
O49519	Q949M9
Q9C658	O49482
O49378	Q9FZK5
O49453	Q9CAK8
O49453	Q9FHQ3
Q9SZZ4	O49627
O49627	O49617
Q9LPR8	O49627
O49627	Q9SJH7
Q8RXD6	O49653
O49653	Q8GXX5
O49627	Q9SZZ6
O22286	O49653
O82754	O49653
Q9C9L2	O49653
Q93XX2	O49653
O49653	Q949W6
O49653	Q94AF2
O49653	Q9SK33
O49653	Q9LU63
O49653	Q9FG29
Q9FVU9	O49653
Q9LMR3	O49653
O49675	Q42538
Q8L745	O64471
Q8VZW1	O64503
O64503	F4JN35
O64644	Q8LAZ7
O64503	Q94F58
Q9FZK5	O64503
Q8RWE8	O64511
O64645	Q38876
P29382	O64645
O64645	P35631
Q9SMP3	F4IMQ0
Q9LS08	F4IMQ0
O64645	Q94F58
Q9M3B4	O64645
P46639	F4IMQ0
Q9C9L2	O64740
Q9ZSZ8	F4IMQ0
O64740	Q8LAZ7
O48847	O64740
O64816	Q9LJG8
Q9LT89	O64740
Q9SFV7	O64814
O64816	O65573
Q39023	O64903
Q9SV37	O64816
O64816	Q9XI35
Q9FZK5	O64862
O65202	Q9S7W5
O65154	O65154
O65154	Q8GXX5
Q9LT89	O65202
Q0WLB5	O65502
O65502	Q208N7
O22768	O65355
O65397	O04326
O65397	Q94F58
O65502	Q9ZUI4
O65502	Q93Z00
O65502	Q9S7W5
Q8VZ40	O65648
O65648	O22768
O65554	Q8LAS7
Q9C9L2	O65648
O81851	O65648
Q93Z00	O65648
Q8VZW1	O65787
Q9STS3	O65648
O65787	P59277
Q9SAZ5	O80366
O65787	F4JN35
O65787	Q94F58
O80397	Q39026
O80366	Q9ZNV8
Q17TI5	O80397
O80397	Q39023
O80397	Q8LPQ9
O80397	Q42583
O80397	Q0WLB5
O80439	Q8LAZ7
O80397	Q9FVU9
Q9LVQ0	O80397
O80397	Q9M155
O80439	O81851
O80444	Q93Z00
Q949S4	O80489
Q8LA53	O80439
O80489	Q9LZM7
Q9C6B3	O80489
Q9LIC7	O80489
O80489	Q9SZZ4
O80489	Q9M012
O80489	Q9SIY7
P42731	O80567
O80489	Q9SZZ6
Q38822	O80533
Q8LG27	O80543
O80567	Q9FXA2
O80574	Q9LDE4
Q9FHW7	O80582
Q9SSA8	O80574
O80579	Q93Z00
Q9FHW7	O80579
O80594	Q8GXA4
O80594	O04326
Q0WV96	O80594
Q9FZK5	O80594
O80594	Q8VZW1
F4JN35	O80594
Q94F58	O80594
Q9LX09	O80675
Q9SS37	O80594
O80638	Q8VZW1
O80713	O80713
O80678	O80678
Q9LES2	O80678
Q9CAG5	O80678
Q84JA7	O80763
O80722	Q94F58
O80734	P43294
O80834	Q8VYJ2
O80765	O80765
Q96331	O80783
Q8L7L5	O80834
Q93Z00	O80834
O80834	Q93ZJ9
O80834	Q940I0
O80834	Q9LVB0
O80834	Q9S7W5
O80837	O80837
O80842	Q9STS3
O80842	Q9LII8
O80842	Q8VYD2
Q9S736	O80861
O80860	Q8LAZ7
Q9SK33	O80860
Q8VZW1	O80895
O04326	O80895
O80895	Q8GXA4
Q6NQ80	O80902
O80895	F4JN35
O80895	Q94F58
Q38829	O80902
O80902	Q8L732
Q84JL3	O80902
Q8H0T5	O80902
O80902	Q9LZM6
O80902	Q9LJG8
O80902	Q9LSA9
O81005	O22900
Q9T0H4	O80902
O81005	Q8LAZ7
O80998	O80998
Q8LAZ7	O81027
O81027	Q9LII8
Q9FFS3	O81005
Q9FMA3	O81027
O81027	Q9SCK1
Q84K25	O81027
O81042	Q8VZW1
O81042	F4JN35
O81027	Q9STS3
Q94F58	O81042
Q9FZK5	O81042
Q9FFS0	O81042
O81062	O04326
O81062	Q8VZW1
O81062	Q8VZ95
Q8GXA4	O81062
Q94F58	O81062
F4JN35	O81062
Q9FFS0	O81062
O81147	Q7DLS1
O81147	O23710
Q9FZK5	O81062
Q93VI4	O81153
O81325	Q8LAZ7
O81439	O81439
Q38845	O81325
O81445	Q93VD3
O81760	Q8W5R5
O64538	O81760
Q84WV8	O81760
O81760	Q9LFA2
Q9LTV3	O81760
Q9LXL1	O81760
O81801	Q94AI7
O81760	Q9ZQ28
Q949M9	O81862
O81838	Q9T003
O81865	O81865
Q8LAZ7	O81893
O82169	Q8VY20
O82169	Q8W5R5
O82169	Q9FFZ0
O82169	Q9SCK1
O04326	O82174
O82175	O23624
O82175	Q84JA7
Q9CA83	O82191
O82197	Q94AF0
Q9SZE4	O82197
O04326	O82219
O22768	O82230
O82240	Q84JS5
O82240	O82240
Q94F58	O82232
Q8GXA4	O82245
Q9SF06	O82240
O82243	Q949S4
Q8VZ95	O82245
O82245	Q8VZW1
O82263	Q38845
F4JN35	O82245
Q94F58	O82245
O82279	Q9FZK5
O82279	Q8L732
O82279	Q94BX2
O82290	Q8L7G9
O82290	Q56WD9
O82290	Q8H1S2
O82290	Q8L866
Q93Z00	O82290
O82290	Q9SCK1
O82290	Q96331
Q9S7W5	O82290
Q9SJH7	O82290
Q9FJJ3	O82306
O82316	F4JN35
O82316	Q94F58
O82316	Q9FZK5
O82324	F4JN35
O82324	Q93ZY1
O82324	Q94F58
O82481	Q8LAZ7
O82481	O23193
O82481	Q8VYU8
O82481	F4JN35
Q940T0	O82481
Q9LT89	O82499
Q9FVU9	O82481
Q9LH41	O82481
O82499	Q9M2U8
O82533	O82533
O82567	Q8VZW1
Q9LXJ0	O82533
O82567	Q8VZ95
F4JN35	O82567
O82567	Q9FZK5
O82568	Q8VZ95
O82568	Q8VZW1
O82568	Q94F58
Q6NLB0	O82597
O82597	Q93V56
Q5XF81	O82638
Q700E3	O82638
Q8VZJ1	O82638
Q9M810	O82638
P54887	O82660
Q17TI5	O82660
O82660	Q94CE4
Q9S7W5	O82660
Q9FNC2	O82733
O82733	Q9LPZ0
Q9M0I4	O82733
O82754	Q9SIF2
O82796	Q9FGJ8
Q17TI5	O82799
Q9LII8	O82799
O82799	Q94AI7
P0CJ46	P0CJ46
P0CJ46	P0CJ47
P53492	P0CJ46
Q9LV35	P0CJ46
P0CJ46	Q84WV8
P0CJ46	Q96292
Q9LV35	P0CJ47
Q93Z00	P0CJ48
Q6NQ63	P10795
P10795	Q8H1Q3
P10796	O04196
Q9S7W5	P10796
P10797	P46639
Q208N7	P10797
P10797	Q6NQ63
P10797	Q9LII8
P10797	Q84K25
Q8L748	P10797
P10797	Q8GWR3
P10797	Q8H1Q3
Q8L7G9	P10797
Q93YR9	P10797
P10797	Q93V99
P10797	Q94BU8
Q93Z00	P10797
Q9C9L2	P10797
P10797	Q9FIR9
Q9FTA2	P10797
Q9FX31	P10797
P10797	Q9LVI4
Q9LQT8	P10797
P10797	Q9M8Y0
Q9SCK1	P10797
Q9SJ56	P10797
P10798	Q9FX31
P10797	Q9ZVC2
Q8LAZ7	P10798
Q42525	P11574
Q9FH17	P11832
P11832	Q9STS3
P14671	P14671
P15457	Q8L745
Q949M9	P15457
P15457	Q9FZK5
Q96331	P19037
Q9LNW0	P19037
P19037	P19037
O48741	P21218
P21240	Q8L471
Q9SCR2	P24100
P21276	Q9FMX0
P25071	Q93Z00
Q9C9A3	P24704
P25071	Q96331
P25854	Q058N0
Q8RWB8	P25854
P25854	Q9ASW3
P25854	Q9FIT1
P25857	P25857
P25854	Q9SF32
P25854	Q9LIB3
P25818	P26587
P26587	O04326
P26587	Q8VZW1
P26587	Q94F58
P27202	O04326
Q9FZK5	P26587
P27202	Q8VZW1
Q94BX2	P27202
P27202	F4JN35
P27202	Q94F58
P27202	Q9FZK5
O80915	P28186
Q8LA96	P28186
Q8VZW1	P28186
P28186	Q8LLD4
O65359	P17094
O65359	Q9LXG1
O65359	Q9SGA6
O65359	O80626
O65359	Q9M8X9
O65359	P42795
O65359	P49201
O65359	O49048
O65359	Q8L8Y0
O65359	O04310
O65359	Q93VT9
O65359	Q9SS17
O65359	Q9ZTW3
O65359	P46286
O65359	Q9LTQ5
O65359	Q9SUJ1
O65359	Q9SRX2
O65359	Q93VI3
O65359	Q9STX5
O65359	Q93VH9
O65359	Q8LPJ7
O65359	Q9FNP8
O65359	Q9LKR3
P93654	Q9LTT8
P93654	Q9LPW0
P93654	Q9SF29
P93654	Q94AK8
P93654	Q9SA23
P93654	B5X0I6
P93654	Q9MAB3
P93654	Q9SRH6
P93654	Q93VH9
P93654	Q9SS17
P93654	O49377
P93654	Q94KK7
P93654	Q8VYN2
P93654	Q8VZM1
P93654	Q39233
P93654	O23654
P93654	Q9C901
P93654	P59271
P93654	P53497
P93654	Q9SI07
P93654	O49385
P93654	Q9M0Y8
P93654	O49597
P93654	Q9M0I2
P93654	Q6NQG3
P93654	Q9SPE6
P93654	P17094
P93654	Q9SEL6
P93654	Q9ZVJ6
P93654	Q93VI3
P93654	Q9FH46
P93654	O80998
P93654	P46286
P93654	Q9SMU7
P93654	Q9SGT7
P93654	Q1ECE0
P93654	O64490
P93654	Q9LFP1
P93654	Q9C8F7
P93654	Q9LJR2
P93654	Q9ZTW3
P93654	O82222
P93654	Q9SL96
P93654	Q9FMR5
P93654	Q8L860
P93654	Q9SRX2
P93654	Q9SU93
P93654	Q8RX56
P93654	B9DFC8
P93654	Q9STX5
P93654	Q8L7W0
P93654	Q41969
P93654	P49201
P93654	F4I420
Q39233	Q9LTT8
Q39233	P31167
Q39233	O82222
Q39233	Q9FEF8
Q39233	Q9SA23
Q39233	Q38935
Q39233	Q9LJR2
Q39233	Q9SMU7
Q39233	F4HWC3
Q39233	Q9SS17
Q39233	B9DFC8
Q39233	Q9SI07
Q39233	Q9SZY1
Q39233	Q9C9B5
Q39233	O22263
Q39233	Q9C901
Q39233	O04421
Q39233	Q9C865
Q39233	Q9FKI4
Q39233	O04658
Q39233	Q9ZVJ6
Q39233	Q9SMW7
Q39233	Q9LFE0
Q39233	Q9LHA8
Q39233	O49499
Q39233	Q93VH9
Q39233	Q9LZH9
Q39233	Q9SL96
Q39233	Q93VI3
Q39233	O49597
Q39233	Q9FH46
Q39233	P53497
Q39233	Q9MAB3
Q39233	Q1ECE0
Q39233	P46286
Q39233	Q9SEL6
Q39233	Q8LBI1
Q39233	Q9SJ62
Q39233	Q9SPE6
Q39233	O49377
Q39233	Q9LUG5
Q39233	Q94AK8
Q39233	Q9M0I2
Q39233	F4I420
Q39233	Q6ICZ8
Q39233	P45434
Q39233	Q41969
Q39233	Q9LXG1
Q39233	Q9STR1
Q39233	Q9XIJ0
Q42374	Q9LTT8
Q42374	P42795
Q42374	Q93VI3
Q42374	P17094
Q42374	Q8L860
Q42374	O49499
Q42374	Q8L7W0
Q42374	O49385
Q42374	P46286
Q42374	Q9LXG1
Q42374	O64490
Q42374	Q9STX5
Q42374	Q9SS17
Q42374	P16181
Q42374	Q9SGA6
Q42374	Q93VT9
Q42374	Q93VH9
Q42374	Q9STR1
Q8VZU2	Q9LTT8
Q8VZU2	O80998
Q8VZU2	Q8LBI1
Q8VZU2	P43287
Q8VZU2	F4I420
Q8VZU2	P17094
Q8VZU2	Q8VZM1
Q8VZU2	Q9SU93
Q8VZU2	Q9ZTW3
Q8VZU2	Q93VH9
Q8VZU2	O82222
Q8VZU2	P93004
Q8VZU2	O64490
Q8VZU2	Q9C8F7
Q8VZU2	P61837
Q8VZU2	Q1JPN7
Q8VZU2	Q9ZQZ8
Q8VZU2	P46286
Q8VZU2	Q8L860
Q8VZU2	Q9SRH6
Q8VZU2	Q9LZH9
Q8VZU2	Q9FF53
Q8VZU2	P49201
Q8VZU2	Q9SS17
Q8VZU2	Q9STX5
Q8VZU2	O22149
Q8VZU2	Q56YW9
Q8VZU2	Q944A9
Q8VZU2	Q42340
Q8VZU2	Q9SF29
Q8VZU2	Q9C8Y9
Q8VZU2	Q9LXG1
Q8VZU2	P59271
Q8VZU2	O04310
Q8VZU2	Q06611
Q8VZU2	Q8VYN2
Q8VZU2	Q8L7W0
Q8VZU2	Q93VI3
Q8VZU2	Q9LRP1
Q8VZU2	P59223
Q8VZU2	O49499
Q8VZU2	Q93Z83
Q8VZU2	Q94AK8
Q8VZU2	P19456
Q8VZU2	Q9SVC2
Q8VZU2	Q9CAV0
Q8VZU2	P16181
Q8VZU2	Q9SGT7
Q8VZU2	Q9STR1
Q9FFK1	P31167
Q9FFK1	Q9SCM3
Q9FFK1	Q8LBI1
Q9FFK1	Q9LHL8
Q9FFK1	Q8LC83
Q9FFK1	O04310
Q9FFK1	P16181
Q9FFK1	Q9SS17
Q9FFK1	O04311
Q9FFK1	Q9C8Y9
Q9FFK1	Q9SI07
Q9FFK1	Q93Z83
Q9FFK1	Q9SGA6
Q9FFK1	Q9STX5
Q9FFK1	P53497
Q9FFK1	Q93VT9
Q9FFK1	P59223
Q9FFK1	Q8LPJ7
Q9FFK1	Q42340
Q9FFK1	Q9SRX2
Q9FFK1	O49499
Q9FFK1	P46286
Q9FFK1	Q8GUN1
Q9FFK1	Q9SF53
Q9FFK1	Q9LXG1
Q9FFK1	Q9LTQ5
Q9FFK1	Q93VI3
Q9FFK1	P17094
Q9FFK1	Q9SU93
Q9FFK1	Q9LZH9
Q9LK09	P31167
Q9LK09	Q9SL48
Q9LK09	O04658
Q9LK09	Q1H583
Q9LK09	Q0WVZ1
Q9LK09	Q6RF45
Q9LK09	P53497
Q9LK09	Q9STW1
Q9LK09	Q8W4H7
Q9LK09	O49499
Q9LK09	P53492
Q9LK09	P0CJ46
Q9LK09	P59224
Q9LK09	P53496
Q9LK09	Q9ZUL7
Q9LK09	O65390
Q9LK09	Q9SU93
Q9LK09	Q6ID97
Q9LK09	Q6IDB4
Q9LK09	O22860
Q9LK09	P49205
Q9LK09	Q9SUA1
Q9LK09	P49692
Q9LK09	Q9SF40
Q9LK09	Q9FZ76
Q9LK09	P60040
Q9LK09	Q96292
Q9LK09	P24636
Q9LK09	P17094
Q9LK09	P59271
Q9LK09	Q9SSN6
Q9LK09	P42791
Q9LK09	O65719
Q9LK09	Q9SI07
Q9LK09	Q9LZH9
Q9LK09	Q9M3C3
Q9LK09	P42795
Q9LK09	Q9FG73
Q9LK09	P34788
Q9LK09	Q0WL56
Q9LK09	Q0WV25
Q9LK09	Q9C8Y9
Q9LK09	Q9M1R2
Q9LK09	P41127
Q9LK09	O49447
Q9LK09	P22738
Q9LK09	Q9M0Y8
Q9LK09	P29513
Q9LK09	Q9S9N1
Q9LK09	Q8L8Y0
Q9LK09	Q9MAB3
Q9LK09	Q8LBI1
Q9LK09	Q9FLF0
Q9LK09	P51430
Q9LK09	P38666
Q9LK09	O48549
Q9LK09	Q9LZ57
Q9LK09	Q9STX5
