interactor_A	interactor_B
Q8W206	Q8W575
Q8W575	P43255
P45432	Q8L5U0
Q8W207	Q8L5U0
Q8L5U0	Q8W575
Q8L5U0	Q8L5U0
Q8LAZ7	Q8L5U0
Q8W206	Q8L5U0
Q94JU3	Q8L5U0
P43255	Q8L5U0
Q8LAZ7	P45432
Q8LAZ7	Q8L5U0
Q8LAZ7	Q8W206
Q94JU3	P45432
Q8W575	Q94JU3
Q94JU3	Q8L5U0
Q8W206	Q94JU3
Q94JU3	P43255
P43255	P43255
P43255	P45432
Q8W575	P43255
P43255	Q8L5U0
Q94JU3	P43255
Q8W207	Q9ZVH4
P14713	Q96524
P14713	Q96524
P14713	Q96524
O49460	Q9ZNT7
O49460	O04331
O49460	Q9SIL6
Q9C6B3	Q94AU7
Q9C6B3	Q9FMV1
Q9C6B3	Q9SMN1
Q9C6B3	Q9SU56
Q9C6B3	O49313
Q9C6B3	Q9M9B4
Q9C6B3	O82238
Q9C6B3	Q42599
Q9C6B3	Q9C9Z5
Q9C6B3	Q9FLX7
Q9C6B3	Q9LHI0
Q9C6B3	Q9SK66
Q9C6B3	Q9M9M9
Q9C6B3	Q9SKC9
Q9C6B3	Q9FGI6
Q9C6B3	P93306
Q9C6B3	Q95748
Q9C6B3	Q9FJW4
Q9C6B3	Q42577
Q9C6B3	Q9FNN5
Q9C6B3	O22769
Q9C6B3	P92558
Q9C6B3	P29388
Q9C6B3	O23489
Q9C6B3	O65429
Q9C6B3	Q8L3S7
Q9C6B3	Q9SIQ8
Q9C6B3	Q9SLC8
Q9C6B3	Q9ZUX4
Q96252	Q96253
Q96252	Q9FT52
Q96252	Q9SJ12
Q96252	P60112
Q96252	P92549
Q96252	P83483
Q96252	P83484
Q96252	Q9C5A9
Q96252	Q96251
Q96252	Q04613
Q96252	Q8L7F2
Q96252	P93303
Q9FT52	P60112
Q9FT52	Q04613
Q9FT52	P93303
Q96252	Q96253
Q96252	P92549
Q96252	P83483
Q96252	P83484
Q96252	Q9C5A9
Q96252	Q8L7F2
Q39255	Q94BT6
Q39255	Q94BT6
Q94BT6	Q39255
Q94BT6	Q940X7
Q94BT6	Q94AH6
Q94BT6	Q39255
Q94BT6	Q94AH6
Q94BT6	Q39255
Q9LXC4	Q9SX77
Q9LXC4	Q941A6
Q9LXC4	O82663
Q9LXC4	Q8LBZ7
Q9LXC4	Q8LB02
Q9FN69	Q9SEI0
Q9FN69	O22059
O22059	Q9CAD0
Q9SEI0	Q9CAD0
O81223	Q9LDI3
O81223	Q9C562
O81223	P92937
O65554	O81223
O65020	Q37001
Q9ZQX6	Q37001
Q37001	Q9LV01
Q37001	O65020
O65020	Q37001
Q39255	Q9SKK0
Q9FHW7	Q9SKK0
Q9SKK0	O24606
Q9SKK0	Q9SLH0
Q39255	Q708Y0
Q9FHW7	Q708Y0
O24606	Q708Y0
Q9SLH0	Q708Y0
O24606	Q9SKK0
Q708Y0	O24606
Q9SKK0	P43291
P43291	Q708Y0
Q708Y0	Q94AH6
Q94AH6	Q9SKK0
Q9SZD4	Q9SEI4
Q9SZD4	Q9SSB5
Q9SZD4	Q9SSB4
Q9SZD4	Q9C5U3
Q9SZD4	Q94BQ2
Q9SZD4	Q9MAK9
Q9SZD4	Q9FIB6
Q9SZD4	Q8VWK0
Q9SZD4	Q8RWF0
Q9SZD4	Q9SEI2
Q9SZD4	P34066
Q9SZD4	O23715
Q9SZD4	O81148
Q9SZD4	O81149
Q9SZD4	Q42134
Q9SZD4	O81146
Q9SZD4	O81147
Q9SZD4	P42742
Q9SZD4	O23714
Q9SZD4	O24633
Q9SZD4	Q7DLR9
Q9SZD4	Q8LD27
Q9SZD4	Q9LP45
Q9SZD4	O48844
Q9SZD4	Q9MAT0
Q9SZD4	Q9SIV2
Q9SZD4	Q6XJG8
Q9SZD4	Q9LNU4
Q9SZD4	Q9LQR8
Q9SZD4	O24412
Q9SZD4	Q9SGW3
Q9SZD4	Q9LT08
Q9SZD4	Q93Y35
Q940X7	Q9SDY5
Q940X7	Q9SDY5
Q94AH6	Q9SDY5
P42744	Q9SDY5
Q570C0	Q9SDY5
Q940X7	Q94AH6
Q570C0	Q940X7
Q39255	O04197
Q9FHW7	O04197
Q39255	O04197
O04197	Q9FHW7
Q94AH6	O04197
Q9FHW7	O04197
O04197	P43291
O04197	P43292
O04197	Q94AH6
Q9STX0	P25069
Q9STX0	P25069
P25069	Q9STX0
Q9STX0	P25069
Q9SV15	P25069
O22176	P25069
Q9SJA8	P25069
O04336	P25069
Q9SR07	P25069
Q93WU6	P25069
P25069	Q9STX0
Q42589	P25854
Q42589	P25854
Q8L7L8	Q9FQ08
Q8VWK4	Q6NKX5
Q9FJW5	Q9M2X3
Q9FJW5	Q8VWK4
Q9M2X3	Q8VWK4
Q8VWK4	Q8VWK4
Q9FJW5	Q9FJW5
Q9FJW5	Q8VWK4
Q6NKX5	Q8VWK4
Q9FQ08	Q8L7L8
P43254	Q96288-1
P43254	Q9SID1
P43254	O24646
Q96288-1	P43254
Q9SID1	P43254
Q9SID1	P43254
P43254	O24646
P43254	O24646
Q9FJA2	Q9FJA2
Q9FJA2	Q9FT81
Q9FJA2	Q9XGN1
Q9FJA2	Q9FT81
Q9FT81	Q9XGN1
Q9XGN1	Q9FT81
Q9LKZ3	Q9LT47
Q9M8S6	Q9M8S6
Q9M8S6	Q94A76
Q94A76	Q94A76
Q9M8S6	Q9M8S6
O04197	Q39255
O04197	Q9FHW7
O49484	O04197
O65674	O04197
Q39255	Q9SKK0
Q9FHW7	Q9SKK0
O49484	Q9SKK0
O65674	Q9SKK0
Q9M1X5	Q9SVA3
O81057	Q9SVA3
Q39255	Q9C9W9
Q9FHW7	Q9C9W9
Q9SL93	Q9C9W9
O49484	Q9C9W9
O65674	Q9C9W9
Q9M1X5	Q9C9W9
Q39255	Q9M310
Q9FHW7	Q9M310
Q9SL93	Q9M310
Q9LSX9	Q9M310
O49484	Q9M310
O65674	Q9M310
Q9M1X5	Q9M310
O81057	Q9M310
O81055	Q9M310
Q9SY65	Q9M310
Q9FGY4	Q39255
Q9FGY4	Q9FHW7
O49484	Q9FGY4
O65674	Q9FGY4
Q9M1X5	Q9FGY4
O81057	Q9FGY4
Q9SY65	Q9FGY4
Q9ZVQ6	Q9FHW7
O49484	Q9ZVQ6
O65674	Q9ZVQ6
O04197	P43292
O04197	O49484
O04197	O65674
Q9SKK0	O49484
Q9SKK0	O65674
Q9C9W9	P43291
Q9C9W9	P43292
Q9C9W9	P43289
Q9M310	P43291
Q9M310	P43292
Q9M310	P43289
Q9M310	O49484
Q9M310	O65674
Q9M310	Q9M1X5
Q9M310	O81057
Q9M310	O81055
O04714	P18064
O04714	P18064
P18064	O04714
P18064	O04714
O04714	P18064
Q9SHZ6	Q9LQI9
Q9LES2	Q9SHZ6
Q9SHZ6	Q9LES2
Q9SHZ6	Q9LES2
Q9SHZ6	Q9SHZ6
Q9SHZ6	Q9SYG4
Q9SHZ6	Q9LQI9
Q9SHZ6	Q9LJH8
Q9LES2	Q9SYG4
Q9LES2	Q9LQI9
Q9LES2	Q9LJH8
Q9STX3	Q9SLH3
Q9STX3	Q9LQT8
Q9STX3	Q9SLH3
Q94BT9	Q9SH30
P49597	Q940H6
P49597	Q940H6
P49597	Q940H6
O22265	P37107
O22265	P37107
Q9ZR72	Q9LDC0
Q9LJX0	Q9LDC0
Q9ZR72	Q9LDC0
O64903	Q39023
Q39023	O64903
Q39026	O64903
Q94BT6	Q43125
Q94BT6	P14713
Q94BT6	P14713
Q94BT6	Q43125
Q9FN02	P25854
Q9SPL2	P43254
Q9SPL2	O24646
P35131	Q9SPL2
P43254	Q8W191-1
P43254	Q8W191-1
P43254	Q8W191-1
O24646	Q8W191
P43254	P14712
Q9LT47	P93831
Q9LT47	P93831
Q38822	Q570C0
Q38822	P14713
P92958	Q9FEB5
Q9FEB5	P92958
Q9LZW4	Q8LAS7
Q9LZW4	Q8LAS7
Q7Y1C5	P94102
Q7Y1C4	P94102
Q7Y1C5	Q39009
Q7Y1C4	Q39009
P94102	P94102
Q39009	P94102
Q39009	Q39009
Q39009	P94102
P94102	Q7Y1C5
Q39009	Q7Y1C5
Q39009	Q7Y1C4
Q7Y1C4	P94102
Q9STP8	P42736
P42736	Q9STP8
Q9STP8	P42736
P41376	P24100
P24100	P41376
Q9SUT5	Q9SE33
Q9SE33	Q9SUR9
Q5XXL4	P17839
Q38876	P17839
Q38837	P17839
A2RVQ5	P17839
Q38837	P29381
P17839	Q5XXN7
P29381	Q5XXN7
P29385	Q5XXN7
P29386	Q5XXN7
P35631	Q5XXN7
Q38876	Q5XXN7
Q38836	Q5XXN7
Q38841	Q5XXN7
A2RVQ5	Q5XXN7
O64645	Q5XXN7
Q9SZJ6	Q5XXN7
Q9FVC1	Q5XXN7
O82794	Q5XXN7
Q8RYD9	Q5XXN7
Q8RYD9	Q5XXN7
Q9FIS1	Q5XXN7
P35631	P29383
Q9LT93	Q5XXN7
Q38876	P29383
A2RVQ5	Q5XXL4
P29386	P29385
P29386	P35631
P29386	Q38876
P17839	O22456
P29381	O22456
P29386	O22456
P29385	O22456
P35631	O22456
Q38876	O22456
Q38836	O22456
O64645	O22456
A2RVQ5	O22456
Q9FVC1	O22456
O82794	O22456
Q8RYD6	O22456
Q8RYD9	O22456
Q38876	Q38838
A2RVQ5	Q38838
P29381	Q38838
P17839	Q38838
P29385	Q38838
P29386	Q38838
P35631	Q38838
Q38836	Q38838
Q38847	Q38838
O64645	Q38838
Q9FVC1	Q38838
O82794	Q38838
P29381	A2RVQ5
P29385	A2RVQ5
P29386	A2RVQ5
P35631	A2RVQ5
A2RVQ5	Q38836
Q38841	A2RVQ5
A2RVQ5	A2RVQ5
Q38840	A2RVQ5
Q9SZJ6	A2RVQ5
Q9SI38	A2RVQ5
Q7X9H3	A2RVQ5
P29381	O64645
P29383	O64645
Q5XXL4	O64645
P29385	O64645
P29386	O64645
P35631	O64645
Q38876	O64645
Q39081	O64645
Q38841	O64645
Q38837	O64645
Q38838	O64645
A2RVQ5	O64645
Q38840	O64645
O82743	O64645
O64645	O64645
Q9FVC1	O64645
Q9FIS1	O64645
Q9SI38	O64645
Q9LT93	O64645
P17839	Q9SZJ6
P29381	Q9SZJ6
Q5XXL4	Q9SZJ6
P29385	Q9SZJ6
P29386	Q9SZJ6
P35631	Q9SZJ6
Q38876	Q9SZJ6
Q38836	Q9SZJ6
Q38841	Q9SZJ6
Q38837	Q9SZJ6
A2RVQ5	Q9SZJ6
Q38847	Q9SZJ6
Q38840	Q9SZJ6
Q9SZJ6	O82743
Q9SZJ6	O64645
Q9SZJ6	Q9SZJ6
Q9FVC1	Q9SZJ6
Q9FIS1	Q9SZJ6
Q9SI38	Q9SZJ6
P29386	Q9FVC1
P35631	Q9FVC1
P17839	O82794
P29381	O82794
P29386	O82794
P35631	O82794
Q38876	O82794
Q38838	O82794
A2RVQ5	O82794
O64645	O82794
Q9SZJ6	O82794
O82794	O82794
Q5XXL4	Q8RYD9
Q9LMM8	Q7XJK6
Q9FKK2	Q7XJK6
Q9LMM8	O80805
Q9LMM8	Q7XJK8
P17839	O04657
P29386	O04657
P35631	O04657
Q9AT76	O04657
O80805	O04657
Q9ZUI9	O04657
Q9FKR2	O04657
Q9SUT6	O04657
Q9FKQ5	O04657
Q9FIM0	O04657
Q9LSB2	O04657
O80805	O23222
Q7XJK8	O23222
P29386	Q9FIS1
A2RVQ5	Q9FIS1
O23222	Q7XJK4
Q9SUT6	Q9C960
Q7X9N2	P29386
A2RVQ5	Q7X9N2
Q9FGZ5	Q9S9U2
Q9SUT6	Q9C963
O80805	Q9FKK2
Q7XJK8	Q9FKK2
Q7XJK5	Q9FKK2
Q9XEF1	Q7XJK9
Q9FKR2	Q7XJK9
P29383	Q1PFC2
P29386	Q1PFC2
Q7X9I0	Q1PFC2
Q9FIM0	Q1PFC2
Q7XJK5	Q1PFC2
Q9FG20	Q1PFC2
O04632	Q9FFV9
Q9FL10	Q9FFV9
Q9SUT6	Q9FFV9
Q7X9N2	Q9FFV9
Q9FKR2	Q9FFV9
Q9FKQ5	Q9FFV9
Q7XJL1	Q9FFV9
Q9AT76	Q9FFV9
P17839	Q7X9H0
P29381	Q7X9H0
P29383	Q7X9H0
P29385	Q7X9H0
P29386	Q7X9H0
P35631	Q7X9H0
Q39081	Q7X9H0
Q38836	Q7X9H0
Q38841	Q7X9H0
Q38837	Q7X9H0
Q38840	Q7X9H0
O04632	Q7X9H0
Q9AT76	Q7X9H0
Q8RYD6	Q7X9H0
Q8RYD9	Q7X9H0
Q7X9H0	Q9FIS1
Q9FL10	Q7X9H0
Q9ZUI9	Q645J1
Q9ZUI9	Q7X9H0
Q9SUT6	Q645J1
Q9SUT6	Q7X9H0
Q9C960	Q7X9H0
Q9C963	Q7X9H0
Q7X9I0	Q7X9H0
Q9LT93	Q7X9H0
Q9FLH5	Q7X9H0
Q9FKR2	Q7X9H0
Q9FKQ5	Q7X9H0
Q9FKQ5	Q645J1
Q9FIM0	Q7X9H0
Q7X9H1	Q7X9H0
Q7XJK5	Q7X9H0
Q9FG20	Q7X9H0
Q9LSB2	Q645J1
Q9LSB2	Q7X9H0
P29386	Q9FKQ5
Q9C960	Q9FKQ5
Q9C963	Q9FKQ5
Q645J1	Q9FKQ5
Q9FKR2	Q9FKQ5
Q9FZF2	Q9FKQ5
Q9FKK2	Q9FJK3
Q9FZF2	Q9FIM0
O04632	Q7X9H5
Q7X9N2	Q9FGZ5
Q9FL10	Q7X9H5
Q9SUT6	Q7X9H5
Q7X9N2	Q7X9H5
Q9FL19	Q7X9H5
Q9FKR2	Q7X9H5
Q9FKQ5	Q7X9H5
Q7XJL1	Q7X9H5
Q9AT76	Q7X9H5
P29383	Q9C6V3
Q9C6V3	P29386
Q9C6V3	P35631
O80807	Q9C6V3
Q9LMM8	Q9C6V3
O23222	Q9C6V3
Q9FKK2	Q9C6V3
Q7X9I0	Q9C6V3
Q9FIM0	Q9C6V3
Q7XJK5	Q9C6V3
O23222	Q7XJK5
Q9FKK2	Q7XJK5
P29383	Q9C6V4
P29386	Q9C6V4
P35631	Q9C6V4
O80807	Q9C6V4
Q8RYD9	Q9C6V4
Q9FKK2	Q9C6V4
Q9FKQ5	Q9C6V4
Q7XJK5	Q9C6V4
Q9LSB2	Q9C6V4
P17839	Q9C633
P29383	Q9C633
P29386	Q9C633
P35631	Q9C633
O04632	Q9C633
Q9AT76	Q9C633
Q8RYD9	Q9C633
O80805	Q9C633
Q9FL10	Q9C633
Q9SUT6	Q9C633
Q7X9N2	Q9C633
Q9FKK2	Q9C633
Q7X9I0	Q9C633
Q9FL19	Q9C633
Q9FKR2	Q9C633
Q9FKQ5	Q9C633
Q9FIM0	Q9C633
Q7X9H1	Q9C633
Q7XJL1	Q9C633
Q9C633	Q7XJK5
Q9C633	Q9LSB2
O80805	Q9LZ61
Q9SUT6	Q9LZ61
Q9FL10	Q9LZ61
Q9FL19	Q9LZ61
Q9FKR2	Q9LZ61
Q9FKQ5	Q9LZ61
Q9FIM0	Q9LZ61
Q9LSB2	Q9LZ61
Q9C960	Q9LSB2
Q9C963	Q9LSB2
Q9FZF2	Q9LSB2
P17839	Q5XXL4
P17839	Q38876
P17839	Q38837
P17839	A2RVQ5
P29381	Q38837
Q5XXN7	P17839
Q5XXN7	P29381
Q5XXN7	P29385
Q5XXN7	P29386
Q5XXN7	P35631
Q5XXN7	Q38876
Q5XXN7	Q38836
Q5XXN7	Q38841
Q5XXN7	A2RVQ5
Q5XXN7	O64645
Q5XXN7	Q9SZJ6
Q5XXN7	Q9FVC1
Q5XXN7	O82794
Q5XXN7	Q8RYD9
Q5XXN7	Q8RYD9
Q5XXN7	Q9FIS1
Q5XXN7	Q9LT93
P29383	Q38876
P29383	P35631
Q5XXL4	A2RVQ5
P29385	P29386
Q38876	P29386
P35631	P29386
O22456	P17839
O22456	P29381
O22456	P29385
O22456	P29386
O22456	P35631
O22456	Q38876
O22456	Q38836
O22456	A2RVQ5
O22456	O64645
O22456	Q9FVC1
O22456	O82794
O22456	Q8RYD6
O22456	Q8RYD9
Q38838	Q38876
Q38838	A2RVQ5
Q38838	P17839
Q38838	P29381
Q38838	P29385
Q38838	P29386
Q38838	P35631
Q38838	Q38847
Q38838	Q38836
Q38838	Q9FVC1
A2RVQ5	P29381
A2RVQ5	P29385
A2RVQ5	P29386
A2RVQ5	P35631
A2RVQ5	Q38836
A2RVQ5	Q38841
A2RVQ5	Q38840
A2RVQ5	Q9SI38
A2RVQ5	Q7X9H3
O64645	P29381
O64645	P29383
O64645	Q5XXL4
O64645	P29385
O64645	P29386
O64645	P35631
Q38876	O64645
O64645	Q39081
O64645	Q38837
O64645	Q38841
O64645	Q38840
O64645	A2RVQ5
O64645	O82743
O64645	Q9FVC1
O64645	Q9FIS1
O64645	Q9SI38
Q9SZJ6	P17839
O64645	Q9LT93
Q9SZJ6	P29381
Q9SZJ6	Q5XXL4
Q9SZJ6	P29385
Q9SZJ6	P29386
Q9SZJ6	P35631
Q9SZJ6	Q38876
Q9SZJ6	Q38836
Q9SZJ6	Q38841
Q9SZJ6	Q38837
Q9SZJ6	Q38847
Q9SZJ6	Q38840
Q9SZJ6	O82743
Q9SZJ6	O64645
Q9SZJ6	Q9FVC1
Q9SZJ6	Q9FIS1
Q9SI38	Q9SZJ6
Q9FVC1	P29386
Q9FVC1	P35631
O82794	P17839
O82794	P29381
O82794	P29386
O82794	P35631
O82794	Q38876
O82794	A2RVQ5
O82794	O64645
O82794	Q9SZJ6
Q8RYD9	Q5XXL4
Q7XJK6	Q9LMM8
Q7XJK6	Q9FKK2
Q7XJK8	Q9LMM8
O80805	Q9LMM8
O04657	P17839
O04657	P29386
O04657	P35631
O04657	O80805
O04657	Q9AT76
O04657	Q9ZUI9
O04657	Q9SUT6
O04657	Q9FKR2
O04657	Q9FKQ5
O04657	Q9FIM0
O04657	Q9LSB2
O23222	O80805
O23222	Q7XJK8
Q9FIS1	P29386
Q9FIS1	A2RVQ5
Q7XJK4	O23222
Q9SUT6	Q9C960
Q7X9N2	P29386
Q7X9N2	A2RVQ5
Q9S9U2	Q9FGZ5
Q9C963	Q9SUT6
Q9FKK2	O80805
Q9FKK2	Q7XJK8
Q9XEF1	Q7XJK9
Q7XJK9	Q9FKR2
Q1PFC2	P29386
Q1PFC2	P29383
Q1PFC2	Q7X9I0
Q1PFC2	Q7XJK5
Q1PFC2	Q9FIM0
Q1PFC2	Q9FG20
Q9FFV9	O04632
Q9FFV9	Q9SUT6
Q9FFV9	Q9FL10
Q9FFV9	Q7X9N2
Q9FKR2	Q9FFV9
Q9FFV9	Q9FKQ5
Q9FFV9	Q7XJL1
Q9FFV9	Q9AT76
Q7X9H0	P17839
Q7X9H0	P29381
Q7X9H0	P29383
Q7X9H0	P29385
Q7X9H0	P29386
Q7X9H0	P35631
Q7X9H0	Q39081
Q7X9H0	Q38836
Q7X9H0	Q38841
Q7X9H0	Q38837
Q7X9H0	Q38840
Q7X9H0	O04632
Q7X9H0	Q9AT76
Q7X9H0	Q8RYD6
Q7X9H0	Q8RYD9
Q7X9H0	Q9FIS1
Q7X9H0	Q9FL10
Q645J1	Q9ZUI9
Q7X9H0	Q9ZUI9
Q645J1	Q9SUT6
Q7X9H0	Q9SUT6
Q7X9H0	Q9C960
Q7X9H0	Q9C963
Q7X9I0	Q7X9H0
Q7X9H0	Q9LT93
Q7X9H0	Q9FLH5
Q7X9H0	Q9FKR2
Q7X9H0	Q9FKQ5
Q7X9H0	Q7X9H1
Q7X9H0	Q9FIM0
Q7X9H0	Q7XJK5
Q7X9H0	Q9FG20
Q645J1	Q9LSB2
Q7X9H0	Q9LSB2
Q9FKQ5	P29386
Q9C960	Q9FKQ5
Q9FKQ5	Q9C963
Q9FKQ5	Q9FKR2
Q9FKQ5	Q9FZF2
Q9FJK3	Q9FKK2
Q9FIM0	Q9FZF2
Q9FGZ5	Q7X9N2
Q7X9H5	O04632
Q7X9H5	Q9FL10
Q7X9H5	Q9SUT6
Q7X9H5	Q7X9N2
Q7X9H5	Q9FL19
Q7X9H5	Q9FKR2
Q7X9H5	Q9FKQ5
Q7X9H5	Q7XJL1
Q7X9H5	Q9AT76
Q9C6V3	P29383
Q9C6V3	P29386
Q9C6V3	P35631
Q9C6V3	O80807
Q9C6V3	Q9LMM8
Q9C6V3	O23222
Q9C6V3	Q9FKK2
Q9C6V3	Q7X9I0
Q9C6V3	Q9FIM0
Q9C6V3	Q7XJK5
Q7XJK5	O23222
P29383	Q9C6V4
Q9C6V4	P29386
Q9C6V4	P35631
Q9C6V4	O80807
Q9C6V4	Q8RYD9
Q9C6V4	Q9FKK2
Q9C6V4	Q9FKQ5
Q9C6V4	Q7XJK5
Q9C6V4	Q9LSB2
Q9C633	P17839
Q9C633	P29383
Q9C633	P29386
P35631	Q9C633
Q9C633	O04632
Q9C633	Q9AT76
Q9C633	Q8RYD9
Q9C633	O80805
Q9C633	Q9FL10
Q9C633	Q7X9N2
Q9C633	Q9SUT6
Q9C633	Q9FKK2
Q9C633	Q7X9I0
Q9C633	Q9FL19
Q9C633	Q9FKQ5
Q9C633	Q9FKR2
Q9C633	Q9FIM0
Q9C633	Q7X9H1
Q9C633	Q7XJL1
Q9C633	Q7XJK5
Q9C633	Q9LSB2
Q9LZ61	O80805
Q9LZ61	Q9FL10
Q9LZ61	Q9SUT6
Q9LZ61	Q9FL19
Q9LZ61	Q9FKR2
Q9LZ61	Q9FKQ5
Q9LZ61	Q9FIM0
Q9LZ61	Q9LSB2
Q9LSB2	Q9C960
Q9LSB2	Q9C963
Q9LSB2	Q9FZF2
Q8LAW2	Q39255
Q39255	Q8LAW2
P14714	P14713
P42497	P14713
P14713	P42498
P14713	P42497
P42497	P42498
P14713	P14713
P14712	P14712
P14714	P14714
P42497	P42497
P42498	P42498
P14714	P14713
P14713	P42497
P42498	P14713
O82798	P14713
O82798	P14713
P14713	O82798
Q9SWG3	Q5UBY2
Q5UBY2	Q9SWG3
Q9SWG3	Q9SWG3
Q5UBY2	Q5UBY2
Q9SWG3	Q5UBY2
Q8W2F3-2	O80536
O80536	O80536
O80536	Q8W2F3-2
O80536	Q8W2F3-2
P14713	O80536
O80536	P14713
P14712	O80536
P14713	O80536
P14713	O80536
P14713	Q8W2F3-2
O80536	P14712
Q8W2F3-2	P14712
O80536	O80536
P14713	O80536
O80536	P14712
O80536	Q9FE22
Q9FE22	O80536
O80536	Q9FE22
Q9FE22	O80536
Q9FE22	P14712
Q9FE22	O80536
Q9FE22	O80536
Q9FE22	P14713
P14713	O80536
P14712	O80536
P14712	P14712
P14712	Q9SWI1
P14712	Q9SWI1
P14713	Q9SWI1
P14713	Q9SWI1
Q9SWI1	P14712
O64903	P14712
O64903	P14712
P14712	O64903
Q9LJR3	P43254
Q94BM7	P43254
Q9LJR3	P43254
Q94BM7	P43254
Q9SYX2	P43254
Q9SYX2	P43254
P43254	Q9SYX2
Q9SYX2	P43254
Q9SYX2	P43254
Q38822	Q8RYC8
Q38822	P93024
Q38830-1	P93024
Q8RYC8	Q38830-1
Q94AH6	Q39255
Q940X7	Q94AH6
Q94AH6	Q38825
Q9ZVH4	Q6DBN1
Q9ZVH4	Q8L765
Q9ZVH4	Q9XH28
Q9C9L0	Q9XH28
Q9C9L0	Q6DBN1
Q9C9L0	Q8L765
Q6DBN1	Q9ZVH4
Q8L765	Q9ZVH4
Q9ZVH4	Q9XH28
Q9C9L0	Q6DBN1
Q9C9L0	Q8L765
Q9C9L0	Q9XH28
Q39255	Q39090
Q94AH6	Q39255
Q94AH6	Q940X7
Q8GZM7	P14713
P14713	O80536
O80536	P14713
Q570C0	P49677
O22286	Q9ZVH4
Q9ZVH4	Q8L765
O22286	Q9C9L0
Q8L765	Q8L765
Q8L765	O22286
Q1EBV6	Q8L765
Q8L765	A1L4W5
O22286	O22286
O22286	Q8L765
Q1EBV6	O22286
A1L4W5	O22286
Q940X7	Q9ZVH4
Q9C9L0	Q940X7
Q9ZVH4	Q8L765
Q8L765	Q9C9L0
Q8L765	Q8L765
Q9C9L0	Q940X7
Q940X7	Q9ZVH4
Q8L5W8	Q9LKL2
Q9LKL2	Q8L5W8
Q9LKL2	O80536
Q8L5W8	Q9LKL2
O80536	P14713
P14713	Q8W2F3-2
P14712	O80536
Q8W2F3-2	P14712
P14713	Q8GZM7
Q8GZM7	P14712
P43254	Q8W575
P43254	Q8W206
Q9SYX2	O24646
P43254	Q9SYX2
Q9SYX2	P43254
P43254	Q9SYX2
P14713	Q84LH8
P14713	Q8L5W7
O80536	P14713
P14713	Q8W2F3-2
P49677	Q38822
P49677	P33077
P49677	Q38826-1
P49677	Q38827
P49677	O24407
P49677	P93830
O24409	P49677
P49677	O24410
P49677	P93022
Q8RYC8	P49677
P93024	P49677
P49677	P49677
P49678	P49678
P49677	P49678
P49677	P49678
O49675	Q8S9K3
Q9C6Z1	Q8S9K3
O49675	Q8S9K3
Q9SP32	O04492
Q3EBC8	O04492
O04492	Q8GY79
O04492	O04492
Q8GY79	Q9SP32
O04492	Q8GY79
Q3EBC8	Q8GY79
Q8GY79	Q8GY79
Q3EBC8	Q9SP32
Q3EBC8	Q9LXW7
Q3EBC8	O04492
Q9LXW7	Q8GY79
Q8GY79	O04492
Q9SP32	O04492
O65312	Q9LT47
Q9LT47	O65312
O65312	Q9LT47
Q9LT47	O65312
Q9LT47	O22467
Q9LT47	O22467
O65312	O22467
O22467	Q9LT47
Q8RYD9	P29382
P29384	Q8RYD9
Q8RYD9	O22456-2
P29383	Q8RYD9
P35631	Q8RYD9
P35631	Q8RYD9
P29382	Q8RYD9
P29382	Q8RYD9
P29384	Q8RYD9
O22456-2	Q8RYD9
O22456	Q8RYD9
P29383-2	Q8RYD9
P29383-2	Q8RYD9
Q8RYD9	Q8RYD9
P29381	Q8RYD9
P29381	O22456
Q5XXE7	Q8RYD9
Q5XXE7	O22456
Q38836	Q8RYD9
Q38836	O22456
Q9SXZ2-2	Q84JK2
Q7PCC6	Q9SXZ2-2
Q7PCC6	P93003
Q84JK2	P93003
Q84JK2	Q84JK2
Q84JK2	Q7PCC6
Q84JK2	Q7PCC6
Q7PCC6	Q7PCC6
Q9SXZ2	Q84JK2
Q7PCC6	Q9SXZ2
Q9SXZ2	Q84JK2
Q84JK2	Q9SXZ2
Q9LP51	Q8LAS7
Q8LEM7	Q9LP51
Q9LP51	Q9LTB8
Q8LAS7	O22971
Q8LEM7	O22971
Q9SN43	Q8LAS7
Q9LP51	Q8LAS7
O22971	Q8LAS7
Q8LAS7	Q9LZW4
Q9XIW0	Q8LAS7
Q9C6B3	O65496
Q9C6B3	Q9FMV1
Q9SMN1	Q9C6B3
Q9FWR5	Q9C6B3
Q9C6B3	Q9C6B3
Q9C8G9	Q9LDC0
Q42093	Q9LDC0
Q9C8G9	Q7DMA9
Q9LDC0	Q9C8G9
Q9C8G9	Q9LDC0
Q9C8G9	Q9LDC0
Q9SK04	Q9FMM3
Q9M1E4	Q9FMM3
Q9LSS9	Q9FMM3
Q9FKP8	Q9FMM3
Q9SK04	Q9FMM3
Q9M1E4	Q9FMM3
Q9LSS9	Q9FMM3
Q9FKP8	Q9FMM3
EBI-767965	Q9FMM3
EBI-767965	Q9FMM3
O80931	Q9LIA4
O80931	Q9FKZ3
P45432	Q94JU3-1
Q94JU3-2	P45432
Q8W575	Q8L5U0
Q8L5U0	Q8W575
Q9FVU9	Q8W575
Q8W575	Q8LAZ7
Q94JU3-2	Q8W575
Q8W575	P43255
P43255	Q8W575
Q9FVU9	Q8L5U0
Q8L5U0	Q94JU3-1
Q8L5U0	Q94JU3-2
Q8L5U0	Q94JU3-1
Q8L5U0	Q94JU3-2
Q8W206	Q9FVU9
