interactor_A	interactor_B
P53940	P00925
P53940	P19097
P45976	P53940
P53940	P40053
P53940	P33892
P53940	Q12263
P53940	Q03016
Q12680	P53940
P53940	P48239
P46655	P53940
P53940	Q07653
P20050	P53940
P53940	P40106
P53940	P38922
P53940	Q12347
P53940	P53982
P53940	P06168
P47170	P53940
P53940	Q08227
P53940	Q06554
P38144	P53940
P53940	Q08773
P53940	P36132
P53940	P25389
P53940	P22147
P53940	P38873
P53940	P32893
P53940	P14904
P07866	P53940
P53940	P38111
Q06211	P53940
P53940	P36523
P53940	Q08818
P53940	P25846
P53940	Q03834
P53940	P40990
P53940	P38996
P12945	P53940
P53940	P33420
P38798	P53940
P53940	P35999
P16547	P53940
P53940	P06169
P53940	P51533
P53940	P27801
P53940	P40433
P00560	P53940
Q03306	P53940
P32383	P53940
P39008	P53940
P53940	P32523
P53940	P33334
P53940	P40164
P53940	P43122
P38629	P53940
P53940	Q06208
P53940	P39956
P38764	P53940
P53940	Q06103
P53940	P38786
P53940	P33297
P53940	Q12468
P53940	Q02206
P53940	Q12443
P53324	P53940
P53940	P11075
P53940	Q00416
Q12369	P53940
P53940	Q08446
Q12118	P53940
P53940	P53075
P53940	P34223
Q08199	P53940
P53965	P53940
P53327	P53940
P53940	P36126
P25390	P53940
P32597	P53940
P53940	Q06510
P53940	Q03640
P00360	P53940
P00359	P53940
P53940	P02994
P53940	P32367
P53940	P34167
P04786	P53940
P35169	P53940
P09880	P53940
P38187	P53940
P53940	P07259
P25386	P53940
P40157	P53940
P53940	P33301
P53940	P39563
P39566	P53940
P34220	P53940
Q07349	P53940
P53940	Q07746
Q05580	P53940
P53940	P16521
P53940	P53139
P53940	P53278
P38690	P53940
P53940	Q7LHG5
P53940	P47145
P53940	P36103
P28273	P53940
Q06159	P53940
Q04471	P53940
P53940	Q12496
P53940	Q08421
Q12275	P53940
P53049	P53940
P53940	Q12282
P53940	Q02961
Q08964	P53940
P24088	P53940
P32804	P53940
P53940	P11412
P47143	P53863
P53863	P39925
P53863	P33304
P53863	P03875
P53863	P08566
P53863	P47068
P53863	Q07457
P53863	Q03758
P53863	P33322
Q06697	P53863
P53863	P48562
P53863	Q12674
P53863	Q05958
P47127	P53863
P53848	P53863
P39730	P53863
Q12247	P53863
P53863	P28007
P33892	P53863
P53863	P48239
P53863	P53982
Q06704	P53863
P47170	P53863
P53863	Q03824
P53863	P17119
P53863	P13186
P53863	P39678
Q02455	P53863
P41800	P53863
P25846	P53863
P52918	P53863
Q99207	P53863
P53863	Q12451
P53863	P12383
P32606	P53863
P38292	P53863
P53863	P16861
P53863	P06103
P53863	Q04373
P38249	P53863
P53863	P54780
P53863	P06105
Q00416	P53863
P42843	P53863
P53863	Q12267
P53863	P32380
P53863	P27692
P36085	P53863
P32597	P53863
P53863	P40468
P40414	P53863
Q04511	P53863
P07259	P53863
P25386	P53863
P23643	P53863
P53278	P53863
Q07834	P53863
Q05024	P53863
P53863	P53850
P53863	Q12159
P37898	P14906
Q12168	P14906
P60010	P14906
P22108	P14906
P08566	P14906
P14906	Q06834
P14906	Q08347
P14906	Q07457
P14906	P00549
P14906	Q12018
P14906	Q06697
P53197	P14906
P40094	P14906
P14906	Q01454
P14906	P38865
P31373	P14906
P32582	P14906
P14906	Q08496
P14906	P53759
P14906	Q06053
P38737	P14906
P14906	P36053
P14906	P00924
P14906	P00925
P45976	P14906
P14906	P15442
Q12680	P14906
P14906	P32347
P14906	P28241
P14906	P53982
P14906	P47170
P32361	P14906
P48526	P14906
P14906	P38144
P14906	Q12494
P14906	P38853
P14906	Q02574
P00958	P14906
Q07980	P14906
Q02455	P14906
P14906	P40457
P48563	P14906
P30775	P14906
P14906	P53166
P14906	Q02950
P14906	P47047
P14906	P19524
P14906	P33420
Q01560	P14906
P14906	P38271
P14906	Q12451
P14906	P40960
P17558	P14906
P14906	P40433
P14906	P00560
P14906	P36093
P14906	P07271
P33334	P14906
P14906	P52489
P38344	P14906
P29539	P14906
P14906	P53552
P05748	P14906
P54780	P14906
P14906	P05749
P14906	Q12149
P14906	Q02206
P40482	P14906
P33754	P14906
P14906	P11075
P39742	P14906
P14906	P34223
P14906	Q06315
P39928	P14906
P14906	P32908
P14906	P25357
P36126	P14906
P14906	P25567
P36085	P14906
P14906	P08153
Q06510	P14906
P14906	P00359
P02994	P14906
P32367	P14906
P14906	P40217
P35169	P14906
P40061	P14906
P53874	P14906
P07259	P14906
P34241	P14906
P14906	Q12339
P14906	Q06685
P14906	P22203
O13584	P14906
P14906	P33301
P14906	P19880
P14906	O13527
P14906	P87264
P39991	P14906
P38854	P14906
P14906	P34246
P14906	Q05948
P14906	Q06567
Q03153	P14906
P14906	Q12751
P14906	P42842
P14906	Q12697
P14906	Q08748
P14906	Q06813
P14906	P36019
P31111	P14906
Q06697	Q12350
P40495	Q12350
P56628	Q12350
P19882	P22108
P19882	P36130
P14904	P19882
P38990	P19882
P19882	P25357
P40453	P19882
P37898	P10591
Q03266	P10591
P21192	P10591
Q07622	P10591
P10591	P27616
P10591	P80210
P04046	P10591
P10591	P07248
Q07732	P10591
Q08957	P10591
P10591	Q12449
P03878	P10591
P10591	Q9ZZX1
P39010	P10591
P10591	P43633
P10591	Q08269
P10591	P47029
P10591	P50082
Q04601	P10591
P10591	P38065
P22768	P10591
Q01217	P10591
P10591	Q04052
P10591	Q05123
P10591	Q03862
P50275	P10591
P10591	P34233
P10591	P39945
Q12527	P10591
P38270	P10591
Q06410	P10591
P35193	P10591
P10591	P53855
P10591	Q06321
Q12142	P10591
P10591	P32453
P22135	P10591
Q08409	P10591
P10591	Q08236
Q04749	P10591
P10591	P41696
P10591	P38891
P10591	P47176
P10591	P47068
P46678	P10591
P10591	P39960
P43583	P10591
P41832	P10591
P38041	P10591
P10591	P39969
P25356	P10591
P10591	Q99177
P33314	P10591
P10591	P47136
P41697	P10591
P10591	P38822
P07252	P10591
P38626	P10591
P21269	P10591
P10591	P00431
P06785	P10591
P11433	P10591
P06101	P10591
P32562	P10591
P26637	P10591
Q06697	P10591
P10591	P04819
P10591	Q12453
Q06632	P10591
P22137	P10591
P10591	P29465
P10591	Q01649
P10591	P27895
P10591	P08679
P10591	P15790
P10591	P19454
P10591	P48562
P10591	Q03690
P10591	P32378
P10591	P43542
P32798	P10591
P10591	P25719
P10591	P25334
P10591	P47103
P10591	Q12289
P10591	Q06705
P10591	Q12734
P10591	Q01454
Q06686	P10591
P53830	P10591
P53008	P10591
P25618	P10591
P10591	P08678
P32582	P10591
P10591	P32325
P10591	Q12389
Q08496	P10591
P10591	P52290
Q08162	P10591
P10591	P39976
P10591	Q12674
P10591	P54861
P33309	P10591
Q03921	P10591
P10591	P04802
P10591	P32892
P10591	P07273
P10591	Q06053
P53911	P10591
P10591	Q04217
Q04623	P10591
P10591	P38167
P10591	Q05958
Q03214	P10591
P10591	P38073
P32324	P10591
P10591	P42835
P53938	P10591
P41338	P10591
P10614	P10591
P10591	P53045
P10591	P53337
P10591	Q03018
P30624	P10591
P10591	P39518
P10591	P34756
P10591	P46671
P38260	P10591
Q03898	P10591
P38631	P10591
P10591	P47127
P10591	Q06179
P32785	P10591
P10591	P53848
P10591	Q02207
P10591	Q12209
P10591	P46949
P43574	P10591
P10591	P09032
P10591	P33892
P10591	P15442
P14741	P10591
P15303	P15108
P15108	P38968
P46954	P15108
Q12420	P15108
P15108	P46679
P15108	P15705
P15108	P00359
P15108	P02994
P36008	P15108
P15108	P17255
P15108	Q04600
P15108	P35180
P15108	P00942
P17536	P15108
P15108	Q04235
P15108	Q04183
P40061	P15108
P15108	P33202
P15108	P03962
P42945	P15108
P22203	P15108
P39702	P15108
P15108	P40107
P15108	O13527
P38897	P15108
P80235	P15108
P38164	P15108
P15108	P25350
P16521	P15108
P15108	P39992
P0C2J7	P15108
P38800	P15108
P15108	P53108
P15108	Q04461
P15108	P53963
P15108	P18961
P37898	P02829
Q03266	P02829
P02829	P32316
P02829	P32463
P25377	P02829
P26364	P02829
P07248	P02829
P02829	Q07732
P02829	P32317
P02829	P39925
P02829	Q12449
P02829	Q9ZZX1
P02829	Q9ZZX0
P40825	P02829
P16661	P02829
P53954	P02829
P40351	P02829
P47029	P02829
P38285	P02829
P22108	P02829
Q12157	P02829
Q04601	P02829
P02829	P32454
Q08951	P02829
P02829	P38115
P02829	P46672
P05150	P02829
P02829	P04076
P02829	P47117
P50275	P02829
P02829	P32447
P54074	P02829
P49090	P02829
P02829	P11163
P02829	P39945
P02829	Q12527
P35193	P02829
Q06671	P02829
P53867	P02829
P02829	P40416
P09457	P02829
P02829	Q08236
P02829	P47176
P02829	P47068
P02829	Q01389
P02829	P39960
P39011	P02829
P02829	Q00618
Q06631	P02829
P03873	P02829
P02829	P38346
P02829	P43583
P02829	P41832
P02829	P38041
P39969	P02829
P02829	P25356
P02829	P14772
P43132	P02829
P38170	P02829
P02829	P32639
P02829	Q08235
P02829	Q06604
P02829	P43571
P02829	P33314
P02829	P38822
P02829	P53894
P07252	P02829
P38626	P02829
P02829	Q03702
P37366	P02829
P00431	P02829
P02829	P38273
P02829	P27636
P02829	P00549
P06785	P02829
P02829	P11433
P02829	P04821
P07260	P02829
P02829	P06101
P25655	P02829
P25694	P02829
P02829	P32562
P25656	P02829
P02829	Q06697
P04819	P02829
Q03654	P02829
O13297	P02829
Q12453	P02829
P32657	P02829
P02829	P22516
P29465	P02829
P02829	P40019
P02829	P27895
P02829	P00890
P02829	P19454
Q03690	P02829
P02829	P23287
P33313	P02829
P02829	P21592
P02829	P47081
P25719	P02829
P25334	P02829
P02829	P53691
P02829	P30822
P02829	Q06705
P02829	Q12734
P02829	Q06032
Q02732	P02829
P02829	Q01454
Q08923	P02829
P02829	Q08412
P53333	P02829
P02829	Q02770
P02829	P53008
P02829	P00175
P02829	P38909
P02829	P32582
P02829	Q00873
P02829	P24783
P02829	P40087
P07807	P02829
Q08650	P02829
Q08496	P02829
P02829	Q12086
P38859	P02829
P02829	Q12675
Q12674	P02829
Q08387	P02829
P02829	Q05610
P02829	Q03921
P02829	P24482
P02829	P04802
P02829	P39524
Q08729	P02829
P53847	P02829
P07273	P02829
P02829	P38149
P02829	P39009
Q06053	P02829
Q06063	P02829
P02829	Q03466
P02829	Q04217
Q04623	P02829
P02829	P38241
Q05958	P02829
P32525	P02829
P02829	P38737
P02829	Q03214
P53861	P02829
P36053	P02829
P00924	P02829
P02829	P00925
P02829	P41338
P10614	P02829
P02829	Q03103
P42222	P02829
P02829	Q08649
P02829	Q03661
P02829	Q03018
P17214	P02829
P34756	P02829
P53917	P02829
P46671	P02829
P19097	P02829
P38225	P02829
P02829	P38260
P02829	P45976
P38631	P02829
P02829	Q04952
P02829	Q08967
P02829	P38866
P40053	P02829
P02829	Q08968
P02829	P32785
P02829	P53848
P02829	P51601
P02829	P38911
P02829	P31380
P33892	P02829
P02829	P15442
P02829	P14741
Q03330	P02829
P02829	Q06625
P14742	P02829
P02829	Q06648
Q12263	P02829
P40036	P02829
P02829	Q03016
P13188	P02829
Q05584	P02829
Q12680	P02829
P02829	P00950
P02829	P38715
P02829	P46944
P32477	P02829
P02829	Q08220
P02829	P23337
P48239	P02829
P02829	P53290
P02829	P39996
P15454	P02829
P02829	Q08484
P0CS82	P02829
Q12341	P02829
Q06629	P02829
P02829	Q06623
P02829	Q03281
P02829	P32347
P02829	P32874
P02829	P48362
P02829	P32480
P02829	P40545
Q12398	P02829
P02829	P47175
P02829	P09932
P02829	P20050
Q02959	P02829
P02829	P17629
P02829	P38922
Q05549	P02829
P02829	Q12347
P49955	P02829
P53688	P02829
P02829	Q12134
P02829	P46957
Q12385	P02829
P28241	P02829
P02829	P53982
Q06706	P02829
P02829	P09436
P39522	P02829
P06168	P02829
P02829	Q06704
P02829	P47170
P38710	P02829
P40559	P02829
P02829	P50942
Q08227	P02829
P02829	P00817
P02829	Q08118
Q06554	P02829
P40580	P02829
P32361	P02829
P02829	Q12056
P02829	P38144
Q08773	P02829
P02829	P53125
P02829	P36224
P36132	P02829
Q12494	P02829
P38853	P02829
P22147	P02829
P02829	P20967
P28742	P02829
P38873	P02829
P32893	P02829
P27810	P02829
P02829	P39526
P02829	Q06005
P02829	P09624
Q02783	P02829
P02829	P35688
Q04087	P02829
P53598	P02829
P34239	P02829
P07866	P02829
P40957	P02829
P02829	Q06436
Q12176	P02829
P02829	P38112
P02829	P39678
P02829	P29469
P02829	P24279
P02829	P22133
P02829	Q12171
P02829	Q06820
P02829	P53094
P47025	P02829
P02829	P38111
P02829	P00958
P40469	P02829
P02829	P43638
Q06580	P02829
P02829	Q02455
P40457	P02829
Q06211	P02829
P02829	Q06164
P39106	P02829
P53745	P02829
P02829	P07884
P48563	P02829
Q06106	P02829
P32829	P02829
P02829	P30775
P02829	P53123
P02829	P10662
P02829	P10663
P02829	P38175
P02829	P36520
P02829	P36516
P02829	P36531
P42847	P02829
P21771	P02829
P02829	P33759
P02829	P87108
P02829	P21339
P02829	Q12317
P02829	P15179
P02829	P48525
P25846	P02829
P40965	P02829
P02829	Q03834
P02829	P52918
P15424	P02829
P02829	P08593
P02829	P32335
P02829	Q02046
Q99189	P02829
P47047	P02829
P02829	P36084
P38236	P02829
P02829	P33412
P40959	P02829
P02829	P08964
P02829	P19524
P32492	P02829
P02829	P27929
P02829	P12945
P38830	P02829
Q03264	P02829
P53081	P02829
P02829	P32497
P33420	P02829
P02829	P49954
P38798	P02829
P02829	P53742
P02829	P37838
P02829	Q08287
P39683	P02829
P43124	P02829
P02829	Q12311
P02829	P36161
P02829	P40064
P40477	P02829
P47054	P02829
P02829	Q00684
P53397	P02829
P02829	P53298
P21957	P02829
Q12451	P02829
P21375	P02829
P02829	Q12202
P04147	P02829
P25644	P02829
P02829	P40512
P40038	P02829
P02829	P26263
Q04182	P02829
P53860	P02829
P02829	P33200
P02829	P40316
Q04264	P02829
P02829	P16451
P02829	P27801
P08468	P02829
P47065	P02829
P02829	P07390
P02829	P38921
P02829	P53112
P02829	P38848
P02829	P40433
P02829	P00560
Q12252	P02829
P20052	P02829
P02829	P17157
P46956	P02829
P02829	P38264
Q06216	P02829
P02829	P39104
P02829	P24583
Q03306	P02829
P02829	P32634
P53184	P02829
P02829	Q05788
P02829	P39008
P02829	Q06892
P02829	P27796
P02829	Q08282
Q04119	P02829
P02829	P53043
P25375	P02829
P53835	P02829
P32523	P02829
P24384	P02829
P02829	P33203
P02829	P28004
P21372	P02829
P33334	P02829
P02829	P28708
P38689	P02829
P06103	P02829
P31374	P02829
Q08217	P02829
P36082	P02829
P38089	P02829
P02829	Q12221
Q04373	P02829
Q12211	P02829
P02829	P53167
P09368	P02829
P25635	P02829
P32327	P02829
P43122	P02829
Q02159	P02829
P02829	P06838
P02829	P31244
P48581	P02829
P02829	P07276
P02829	Q06665
P02829	P14736
P32849	P02829
P12753	P02829
P14737	P02829
Q02792	P02829
Q03956	P02829
Q08760	P02829
P02829	P39729
P02829	P38623
Q08096	P02829
P39531	P02829
P02829	P38086
P02829	P48524
P19541	P02829
P02829	P22276
P40348	P02829
P38629	P02829
P38339	P02829
P02829	P19263
P41277	P02829
P02829	P38066
P02829	P29539
Q12508	P02829
P02829	P32611
P25298	P02829
P02829	P53331
P02829	P22138
P02829	P10964
P08518	P02829
P32910	P02829
P02829	P07703
P02829	P36160
P05735	P02829
P14126	P02829
P49166	P02829
O13563	P02829
P02829	Q06103
P02829	P38786
P02829	O13516
P02829	P33297
P02829	P38771
P02829	P38766
P02829	P38792
Q06488	P02829
P02829	Q02206
P02829	P46974
P02829	P13856
P40962	P02829
P53289	P02829
Q05543	P02829
P02829	Q12464
P02829	P17121
P19358	P02829
Q08985	P02829
P53324	P02829
P38814	P02829
P02829	Q04002
P02829	P21243
P02829	Q12334
P02829	P32564
P02829	Q00711
P32855	P02829
P02829	Q04228
Q00416	P02829
P33330	P02829
P42941	P02829
Q12529	P02829
P02829	P33303
Q12369	P02829
P02829	P35187
P02829	P39000
P38337	P02829
P34223	P02829
P02829	P40486
P02829	Q12460
P02829	P22579
P02829	P32259
P34164	P02829
P02829	P38717
P02829	P06700
P02829	P11978
P39980	P02829
P02829	P53965
P02829	Q06315
P02829	P35207
P02829	P17883
P02829	Q12034
P02829	P53327
P02829	P39928
P32908	P02829
P38989	P02829
P02829	Q12267
P02829	Q08204
Q12749	P02829
P41808	P02829
P06782	P02829
P02829	P53127
P02829	P36048
P38858	P02829
Q04748	P02829
P02829	P32380
P33419	P02829
Q12133	P02829
Q04438	P02829
P02829	P38839
P36126	P02829
Q12411	P02829
P40511	P02829
Q03868	P02829
P45819	P02829
P02829	Q06411
P27692	P02829
P23615	P02829
P32916	P02829
P02829	P38688
P53599	P02829
P25390	P02829
Q00578	P02829
P02829	P47821
P11972	P02829
Q12427	P02829
P02829	P50104
P02829	P32597
P15705	P02829
P02829	Q07478
P02829	P09064
P02829	P46676
P02829	P12385
P38992	P02829
P02829	P32591
P02829	P25302
P02829	P43554
Q05471	P02829
P23255	P02829
Q12297	P02829
P02829	P38129
P02829	Q05021
P02829	P53230
P53072	P02829
P02829	P40468
Q04372	P02829
P38114	P02829
P02829	Q12466
P48231	P02829
Q03640	P02829
P02829	P00359
P02994	P02829
P36145	P02829
Q03290	P02829
P34111	P02829
P17255	P02829
P02829	P54857
P02829	P10081
P02829	P34167
Q08144	P02829
P40462	P02829
P02829	P04786
P02829	P13099
P35169	P02829
P32600	P02829
P40032	P02829
P06244	P02829
P02829	Q12256
P02829	P12685
P02829	P28584
Q04183	P02829
Q03660	P02829
P40061	P02829
P02829	Q99190
P16649	P02829
P36421	P02829
P02829	P22515
P02829	P53874
P02829	P50101
P02829	Q01476
P02829	Q01477
P40453	P02829
P02829	P39547
P02829	Q12151
P02829	P07259
P02829	P03962
P38627	P02829
P25386	P02829
P02829	P36135
P02829	P42945
P02829	P35194
P53254	P02829
P02829	Q02354
Q06337	P02829
P38263	P02829
P02829	P22203
P02829	P23643
P20795	P02829
P34110	P02829
P02829	Q06696
P02829	Q92331
P02829	P53285
P02829	P39702
P02829	P43585
P02829	Q02725
P47075	P02829
P40890	P02829
P02829	Q03631
P02829	Q12109
P53832	P02829
P33301	P02829
P02829	P39713
P02829	Q08182
D6VPM8	P02829
P39566	P02829
P02829	P40017
P38197	P02829
P02829	P34220
P38178	P02829
P02829	P38171
Q12193	P02829
P38219	P02829
P02829	P38266
P38278	P02829
P38150	P02829
P02829	P32386
P02829	P39109
P02829	P25616
P25381	P02829
Q06156	P02829
P02829	Q07454
P02829	Q12510
P02829	Q07684
Q07716	P02829
Q04007	P02829
Q12331	P02829
P02829	Q05580
Q06640	P02829
P02829	Q04430
Q03049	P02829
P39953	P02829
Q07950	P02829
P02829	P39991
P40028	P02829
P02829	P40042
P02829	P40058
P02829	P40085
Q03619	P02829
P02829	P43597
P53183	P02829
P53155	P02829
P53134	P02829
P53100	P02829
P02829	P53235
P53260	P02829
P02829	Q99315
P02829	P53278
P02829	P42936
P02829	P50089
P02829	Q05900
P02829	Q6Q5P6
P02829	P0C2J7
P38732	P02829
P02829	P38721
P02829	P38690
P02829	P38870
P02829	P38887
P02829	Q7LHG5
P40493	P02829
P40449	P02829
P02829	P40434
P47024	P02829
P02829	P47015
P40889	P02829
P47090	P02829
P02829	P47145
P02829	P28321
P36090	P02829
P33324	P02829
P34246	P02829
P02829	P34248
P34250	P02829
P02829	P32330
P02829	P28273
Q12244	P02829
P02829	Q06247
P02829	Q06252
P02829	Q06152
Q05898	P02829
P02829	Q06159
P02829	Q06479
Q06698	P02829
Q06409	P02829
P02829	Q03713
P02829	Q04526
P51998	P02829
Q05050	P02829
P02829	P0CF18
P02829	Q03153
P02829	Q03177
Q04471	P02829
P02829	Q05024
Q03496	P02829
P02829	P53936
P02829	P53922
P53901	P02829
P02829	P53857
P53850	P02829
P02829	Q12112
P25040	P02829
Q99247	P02829
Q12496	P02829
P02829	Q12219
P02829	Q12486
P02829	Q12276
P02829	Q08634
P02829	Q08686
Q12481	P02829
Q02961	P02829
P46951	P02829
Q12480	P02829
Q12145	P02829
P02829	Q06813
P02829	Q06116
P02829	Q06523
P02829	Q06594
P02829	Q06595
P02829	P01123
P02829	P38555
P02829	Q12159
P40517	P02829
P02829	P24088
P02829	Q12340
Q06224	P02829
P38851	P02829
P02829	P40341
P40340	P02829
P11412	P02829
P37898	P40005
P36117	P40005
P40005	P47029
P40005	Q06408
P40005	P38270
P40005	Q08236
P40005	P40450
P40005	P48582
P07991	P40005
Q06697	P40005
P40005	P27895
P40005	Q01454
P89105	P40005
P40005	P43616
P40005	P38737
P38879	P40005
P40005	P19097
P14540	P40005
P28003	P40005
P40005	P00950
P40005	P53982
P47170	P40005
P50942	P40005
P40005	P25389
P40005	P28742
P40005	P53598
P40005	P07866
P40005	P38112
P40005	P39106
P21771	P40005
P40005	P25846
P33420	P40005
P40005	P39683
P33200	P40005
Q99373	P40005
P40005	P40433
P40005	P21242
P40005	P40494
P40005	P32895
P31244	P40005
Q04049	P40005
P40005	P54964
P40005	P29539
P40005	P0C2H7
Q12754	P40005
Q12443	P40005
P40005	P20606
P32844	P40005
Q12529	P40005
P40005	P34223
P40005	Q12460
P40005	P35207
P53327	P40005
Q12093	P40005
P40005	P32908
P40005	P32568
P42933	P40005
P40005	P00359
P02994	P40005
P39936	P40005
P81449	P40005
P40005	P28584
P40005	P03962
Q02354	P40005
P40005	Q06337
Q02725	P40005
P40005	P33301
P39566	P40005
P40005	P34220
P40005	P38321
P40005	P23291
P40005	Q07454
P0C2I3	P40005
P40005	Q03049
P40005	P38900
P47007	P40005
P47145	P40005
P40005	P34248
Q99208	P40005
P40005	Q06698
P40005	Q04502
Q04214	P40005
P40005	Q03153
P24088	P40005
P40005	P40105
P32792	P40005
P40005	P31111
P48363	P37898
P60010	P48363
P04046	P48363
P48363	Q07732
P48363	Q12089
Q12449	P48363
P48363	P38281
P48363	P38065
P48363	P11076
P35193	P48363
P53855	P48363
P48363	P47068
P48363	P39960
P48363	P47113
P48363	P41832
P33314	P48363
Q12453	P48363
Q06632	P48363
P29465	P48363
P27895	P48363
P53195	P48363
P48363	P53053
P48363	Q12289
P53008	P48363
P32582	P48363
P48363	Q06151
P48363	Q08496
P48363	P38213
P07273	P48363
Q04217	P48363
P38737	P48363
P48363	P19097
P48363	P38260
P48363	P45976
P23337	P48363
P48239	P48363
P48363	P39996
P53154	P48363
P32828	P48363
P48363	Q12347
P48363	P53982
Q06704	P48363
P47170	P48363
P48363	Q12280
P48363	P32361
P38144	P48363
P21374	P48363
Q07959	P48363
P13186	P48363
P38111	P48363
P30775	P48363
P48363	P33759
Q03834	P48363
P40990	P48363
P47047	P48363
P48363	P36084
P08964	P48363
P32492	P48363
P48363	Q04439
P15646	P48363
P48363	P36161
P48363	P40368
P48363	P16547
P48363	P54784
P48363	Q08692
P40512	P48363
P48363	P16451
P12868	P48363
P48363	P40433
P24583	P48363
Q03306	P48363
P33334	P48363
P48363	P39966
P25044	P48363
P48363	P32849
P48363	P43556
P48363	P32910
P36160	P48363
P04050	P48363
P48363	Q02206
P48363	P53289
P53324	P48363
P48363	Q06245
P48363	P11075
P48363	Q00416
P48363	Q12504
P48363	P34223
P48363	P11978
Q06315	P48363
P17883	P48363
Q12034	P48363
P48363	P53304
P32908	P48363
P48363	Q12749
P25357	P48363
P48363	P53127
P36126	P48363
P48363	P45819
P38198	P48363
Q03640	P48363
P47988	P48363
P48363	Q12308
Q08144	P48363
P35169	P48363
Q99394	P48363
P36421	P48363
P30402	P48363
P48363	P40547
P48363	P32341
P48363	P34110
P48363	Q03390
P34220	P48363
P48363	P38331
P48363	P48569
P48363	Q06640
P48363	P40470
P48363	P47015
P48363	P32330
P48363	P40168
Q08748	P48363
P48363	Q02895
Q06813	P48363
P48363	Q06108
P48363	Q12159
P32792	P48363
P46988	P25377
P07170	P46988
P07248	P46988
Q07732	P46988
P46988	Q9ZZX1
P46988	P36117
Q01217	P46988
P46988	Q06321
Q08236	P46988
Q06631	P46988
P40450	P46988
P06785	P46988
P46988	P07834
P46988	P29465
P46988	P48562
P46988	P23287
P46988	P53691
P46988	Q01454
P08678	P46988
P32582	P46988
P46988	P52290
P07273	P46988
P46988	P32528
P46671	P46988
P15442	P46988
P46988	P14741
P38785	P46988
P46988	P40036
P46988	P13188
P50107	P46988
P46988	Q12320
Q12680	P46988
P46988	P09932
P38922	P46988
P10961	P46988
P46988	P39522
P46988	Q06704
P47170	P46988
P47056	P46988
P46988	Q06554
P46988	P53125
P46988	P50090
P46988	P53145
P07866	P46988
P39678	P46988
P46988	P53091
P46988	P38111
P46988	P32491
P46988	Q03834
P08964	P46988
P33420	P46988
P46988	Q03125
P46988	P32833
P46988	P21375
P40433	P46988
P24583	P46988
P46988	P32383
P39008	P46988
P46988	P33334
Q12355	P46988
P46988	Q12211
P54780	P46988
P47150	P46988
P46988	P32855
P46988	P53953
P46988	P53075
P46988	P34223
P53266	P46988
Q06315	P46988
P53327	P46988
P32908	P46988
P46988	P25357
P46988	P39986
P36126	P46988
P46988	Q04359
Q06411	P46988
P46988	P32597
P81449	P46988
P23254	P46988
P35169	P46988
P07259	P46988
P25386	P46988
P38219	P46988
P46988	Q05530
Q06640	P46988
P46988	P38835
P47015	P46988
P47145	P46988
P46988	P34248
P28273	P46988
Q05854	P46988
Q06159	P46988
P46988	Q04502
P46988	Q12751
P46988	Q12532
P36019	P46988
Q12159	P46988
P52553	P37898
P52553	Q00955
P52553	P25377
P52553	P47029
P38313	P52553
P40353	P52553
P52553	Q08236
P52553	P47068
P52553	P38041
P52553	Q07660
P38273	P52553
P52553	P06785
P30665	P52553
P52553	Q06697
P52553	P29465
P40019	P52553
P52553	P38723
P52553	P53008
P08678	P52553
Q99321	P52553
P36009	P52553
P52553	Q08496
P52553	P52290
P52553	P47169
P52553	Q05958
P52553	P48234
P52553	Q03018
P38225	P52553
P52553	Q03798
P52553	P53233
Q03655	P52553
P52553	P32502
P53849	P52553
P52553	P50107
Q06817	P52553
P48239	P52553
P52553	P46655
P38970	P52553
P52553	P32828
P52553	P53982
P52553	P47170
P52553	Q12271
Q12494	P52553
P13186	P52553
P52553	P07866
P52553	P38112
P52553	P53094
P39692	P52553
P05694	P52553
P23748	P52553
P52553	P32829
P21771	P52553
P52553	P33759
P25846	P52553
P52553	P47047
P52553	P08964
P33420	P52553
Q08962	P52553
P53114	P52553
P35999	P52553
P52553	P38713
P52553	P40512
P52553	Q04264
P16451	P52553
P27801	P52553
P38922	P11484
Q05787	P11484
Q05549	P11484
P49955	P11484
Q99181	P11484
P11484	P53686
P11484	P02294
Q12692	P11484
P11484	P40325
P11484	P43581
P11484	P23301
Q12385	P11484
Q12048	P11484
P28834	P11484
P11484	P28241
P11484	P53982
P43579	P11484
P25038	P11484
P11484	P39567
P11484	P21190
P11484	Q06704
P11484	P47170
P47031	P11484
P01097	P11484
Q03824	P11484
P50942	P11484
P11484	Q12072
P11484	P38803
Q02733	P11484
P11484	Q06554
P11484	P32361
P36115	P11484
P11484	Q12056
P38144	P11484
P11484	Q08773
P11484	P53125
P11484	Q06214
P11484	P36132
P11484	P38217
Q06142	P11484
P11484	Q12494
P38853	P11484
P11484	P35844
P09620	P11484
P13185	P11484
P13186	P11484
Q01919	P11484
P53086	P11484
P11484	P38873
P11484	P32893
P11484	P27809
P53914	P11484
P25586	P11484
P11484	P27810
P39526	P11484
Q01532	P11484
P11484	P14904
P25045	P11484
P40079	P11484
Q03579	P11484
P11484	Q06005
P32875	P11484
P09624	P11484
Q02783	P11484
P11484	P40070
P11484	P07866
P11484	Q07508
P11484	Q12122
P35192	P11484
P40957	P11484
Q12176	P11484
P40513	P11484
Q01662	P11484
P11484	P11914
P39534	P11484
P11484	Q07376
P11484	P29469
P11484	Q06675
