interactor_A	interactor_B
P05317	P10622
P05317	P05319
P32324	P05318
P32324	P10622
P05319	P32324
P10622	P32324
P32324	P05317
P10622	P05319
P02400	P05318
P05318	P05317
P10622	P05317
P05319	P05317
P02400	P05317
P32324	P05317
P35187	Q12306
P35187	P50623
Q12306	P35187
Q12306	P35187
P38132	P24279
P38132	P30665
P29496	P24279
P30665	P53091
P0CI39	P18851
P08539	P0CI39
P18851	P08539
P06784	P14681
P16892	P06784
P16892	P06784
P16892	P06784
P06784	P14681
P14681	P06784
P23561	P32917
P06784	P32917
P32917	P16892
P32917	P23561
P23561	P23561
P14681	P23561
P32917	P06784
P16892	P06784
P06784	P14681
P16892	P23561
P23561	P14681
P16892	P23561
P06784	P14681
P14681	P13574
P32597	P38210
P34217	P22216
P22216	P34217
P22216	P34217
P38111	P34217
P36421	P32566
P16387	P32566
P40917	P32566
Q00772	P32566
P24583	P32566
Q12224	P32566
P33306	P32566
Q03835	P22149
P22149	P32642
P22149	Q03835
P22149	P32642
P47137	P39940
P32419	P39940
P06738	P39940
P39683	P39940
P36060	P39940
P53982	P39940
Q05775	P39940
P10963	P39940
P00925	P39940
P32347	P39940
P30952	P39940
P39015	P39940
P38998	P39940
P80210	P39940
P53759	P39940
O13550	P39940
Q05979	P39940
P40892	P39940
P25561	P39940
P46655	P39940
Q01560	P39940
P15202	P39940
Q12298	P39940
P06787	P39940
P38081	P39940
P23254	P39940
Q12162	P39940
Q08968	P39940
P41816	P39940
Q08686	P39940
P20095	P39940
P54005	P39940
P00331	P39940
P16862	P39940
Q00453	P39940
P15274	P39940
P18634	P39940
O13531	P39940
P31539	P39940
P36141	P39940
P39940	P36140
P36069	P39940
P46984	P39940
P47029	P39940
P47066	P39940
P53051	P39940
P53244	P39940
P34164	P39940
P53108	P39940
P43534	P39940
P33296	P39940
Q03919	P39940
Q12472	P39940
Q03446	P39940
Q07748	P39940
Q07622	P39940
Q07549	P39940
Q07505	P39940
P32381	P39940
P00817	P39940
P47137	P39940
P39683	P39940
P11154	P39940
P33399	P39940
P30952	P39940
P39015	P39940
P38998	P39940
Q06508	P39940
P53759	P39940
Q07953	P39940
P25561	P39940
Q01560	P39940
P49367	P39940
P38081	P39940
Q02831	P39940
P07807	P39940
P20436	P39940
Q08444	P39940
P16862	P39940
P36141	P39940
P39940	P28321
P40561	P39940
P17076	P39940
P53101	P39940
P07170	P39940
P25044	P39940
P38295	P39940
P27472	P39940
P47137	P39940
P06738	P39940
P38758	P39940
P39940	P39940
P36060	P39940
P11154	P39940
P10963	P39940
P00925	P39940
P32347	P39940
P40825	P39940
P30952	P39940
Q04697	P39940
P39015	P39940
P38998	P39940
P38720	P39940
P42935	P39940
Q6Q5H1	P39940
P35202	P39940
Q92392	P39940
P80210	P39940
Q04336	P39940
P40217	P39940
P38009	P39940
P40959	P39940
Q06440	P39940
Q05979	P39940
P25039	P39940
P40892	P39940
P25561	P39940
P15202	P39940
P49367	P39940
P38158	P39940
P38081	P39940
P39940	O13528
Q01454	P39940
P23254	P39940
Q08975	P39940
Q12162	P39940
Q03010	P39940
P15496	P39940
P46151	P39940
P21242	P39940
P20436	P39940
P48525	P39940
P53823	P39940
Q10740	P39940
P54005	P39940
Q04869	P39940
P16862	P39940
Q00453	P39940
P32343	P39940
P46680	P39940
Q04212	P39940
P18634	P39940
P36140	P39940
P36069	P39940
P36088	P39940
P47177	P39940
P14359	P39940
P32447	P39940
P47029	P39940
Q03558	P39940
P38716	P39940
P38741	P39940
P53051	P39940
Q03330	P39940
P53281	P39940
P53244	P39940
P32914	P39940
P53083	P39940
P39940	P53108
P53183	P39940
P43534	P39940
P33296	P39940
Q03774	P39940
P39940	Q12472
Q03446	P39940
Q07748	P39940
P25044	P39940
Q07622	P39940
Q07549	P39940
Q12229	P39940
P17967	P39940
P00817	P39940
P47137	P43582
P32419	P43582
P06738	P43582
P39683	P43582
P11154	P43582
P33399	P43582
Q05775	P43582
P10963	P43582
P00925	P43582
P30952	P43582
P39015	P43582
P23542	P43582
P32614	P43582
P80210	P43582
P53874	P43582
P40959	P43582
P53759	P43582
O13550	P43582
Q05979	P43582
P25561	P43582
P38697	P43582
P38729	P43582
Q01560	P43582
Q12298	P43582
P38322	P43582
P06787	P43582
P38081	P43582
P23254	P43582
P43582	Q12162
Q08968	P43582
P07807	P43582
P43582	Q12326
P20095	P43582
P53839	P43582
P53864	P43582
P01094	P43582
P15019	P43582
O13531	P43582
P61864	P43582
P36121	P43582
P41903	P43582
P40454	P43582
P38773	P43582
P49723	P43582
P53281	P43582
P53265	P43582
P34164	P43582
Q12306	P43582
P07170	P43582
P12612	P43582
P11353	P43582
P25044	P43582
Q12122	P43582
P32381	P43582
P06367	P43582
P47137	P53076
P30952	P53076
P23542	P53076
P53759	P53076
P00950	P53076
P38081	P53076
P07170	P53076
P47137	P40318
P40513	P40318
P06738	P40318
Q12007	P40318
P38758	P40318
P39683	P40318
P16467	P40318
P11154	P40318
P33399	P40318
P40318	P25617
P32288	P40318
P53982	P40318
P40318	P10963
P40318	P00925
P40825	P40318
P30952	P40318
Q04697	P40318
P32835	P40318
P39015	P40318
P23542	P40318
P38998	P40318
P38720	P40318
P35202	P40318
P80210	P40318
P40217	P40318
P38009	P40318
Q04458	P40318
P40959	P40318
Q05979	P40318
P40892	P40318
P08524	P40318
P25561	P40318
P38787	P40318
P46655	P40318
P38158	P40318
P38081	P40318
Q01454	P40318
Q08968	P40318
P41816	P40318
P46151	P40318
P54885	P40318
Q08686	P40318
Q08444	P40318
P50278	P40318
P37254	P40318
Q10740	P40318
P50101	P40318
P00331	P40318
P16862	P40318
P46680	P40318
Q04212	P40318
P15274	P40318
P40318	P54007
Q99260	P40318
Q04491	P40318
P31539	P40318
P10592	P40318
P41903	P40318
P38716	P40318
P17076	P40318
P53051	P40318
P53265	P40318
P53101	P40318
P53183	P40318
P10356	P40318
P21524	P40318
P25044	P40318
Q07505	P40318
P16120	P40318
P25576	P40318
P17967	P40318
P00817	P40318
P47137	P46995
Q05775	P46995
P10963	P46995
P00925	P46995
P39015	P46995
P32614	P46995
P80210	P46995
P53874	P46995
O13550	P46995
P25561	P46995
P53089	P46995
P06787	P46995
P38081	P46995
Q06597	P46995
Q06593	P46995
P23254	P46995
P41816	P46995
P21242	P46995
P48559	P46995
P53864	P46995
P01094	P46995
P46995	P04802
P46984	P46995
P49723	P46995
P53265	P46995
P34164	P46995
Q06405	P46995
Q03919	P46995
P11353	P46995
Q12122	P46995
Q07505	P46995
P32381	P46995
P06367	P46995
P47137	P22696
P32419	P22696
P06738	P22696
P38758	P22696
P39683	P22696
P11154	P22696
P33399	P22696
Q05775	P22696
P00925	P22696
P46683	P22696
P30952	P22696
P39015	P22696
P23542	P22696
P07278	P22696
P32614	P22696
P80210	P22696
P53874	P22696
P40217	P22696
P40959	P22696
O13550	P22696
Q05979	P22696
P47176	P22696
P25561	P22696
P38729	P22696
P53089	P22696
Q12298	P22696
P38158	P22696
P06787	P22696
P38081	P22696
Q06597	P22696
P22696	Q06593
P22696	P23254
P41816	P22696
P15496	P22696
Q02872	P22696
P21242	P22696
P54885	P22696
P38934	P22696
Q08492	P22696
P37254	P22696
P20095	P22696
P48559	P22696
P53839	P22696
P53864	P22696
P36019	P22696
P01094	P22696
P15274	P22696
P15019	P22696
P10592	P22696
P46984	P22696
P38773	P22696
P53051	P22696
P49723	P22696
P53265	P22696
P53088	P22696
P34164	P22696
P32803	P22696
Q12306	P22696
P12612	P22696
Q03919	P22696
P11353	P22696
Q12122	P22696
Q07505	P22696
P32381	P22696
P06367	P22696
P00817	P22696
P47137	P33203
P32419	P33203
P06738	P33203
P38758	P33203
P39683	P33203
P36060	P33203
P33203	P33399
P25617	P33203
Q05775	P33203
P10963	P33203
P00925	P33203
P30952	P33203
P39015	P33203
P32614	P33203
P80210	P33203
P53874	P33203
P40217	P33203
O13550	P33203
P25561	P33203
P38729	P33203
Q12298	P33203
P38158	P33203
P06787	P33203
Q06597	P33203
P23254	P33203
Q08968	P33203
P15496	P33203
P37254	P33203
P20095	P33203
P48559	P33203
P53864	P33203
P01094	P33203
P46680	P33203
P15274	P33203
P10592	P33203
P04802	P33203
Q12287	P33203
P38773	P33203
P53051	P33203
P49723	P33203
P53265	P33203
P34164	P33203
P32803	P33203
P12612	P33203
Q03919	P33203
P11353	P33203
Q12122	P33203
Q07505	P33203
P32381	P33203
P06367	P33203
P47137	P33203
P06738	P33203
P39683	P33203
P11154	P33203
P33399	P33203
P53982	P33203
P10963	P33203
P25345	P33203
P30952	P33203
Q04697	P33203
P39015	P33203
P23542	P33203
P38998	P33203
P04801	P33203
P38720	P33203
P42935	P33203
Q06508	P33203
P35202	P33203
P80210	P33203
Q04336	P33203
Q04458	P33203
P40959	P33203
Q03210	P33203
Q06169	P33203
Q05979	P33203
P25039	P33203
P38787	P33203
P46655	P33203
Q01560	P33203
P38081	P33203
Q06522	P33203
Q01454	P33203
P41807	P33203
Q08968	P33203
P46151	P33203
P05066	P33203
Q08645	P33203
P38523	P33203
P20436	P33203
P32462	P33203
P33203	Q10740
P36165	P33203
P50101	P33203
P16862	P33203
P15274	P33203
P47177	P33203
P47148	P33203
P41903	P33203
P40483	P33203
P40559	P33203
P38887	P33203
Q03558	P33203
P38716	P33203
P38790	P33203
P00958	P33203
P53101	P33203
P10356	P33203
P25044	P33203
Q07505	P33203
P25576	P33203
P47137	Q08409
P39683	Q08409
Q08409	P00925
P30952	Q08409
P35202	Q08409
P80210	Q08409
Q04336	Q08409
P08524	Q08409
P25561	Q08409
P38787	Q08409
Q01560	Q08409
P38081	Q08409
P41816	Q08409
P54885	Q08409
Q08686	Q08409
Q12326	Q08409
P36068	Q08409
P00817	Q08409
P47137	Q06525
P06738	Q06525
P38758	Q06525
P39683	Q06525
Q05775	Q06525
P10963	Q06525
P00925	Q06525
P40106	Q06525
P30952	Q06525
P39015	Q06525
P38720	Q06525
P35202	Q06525
P80210	Q06525
P38009	Q06525
Q05979	Q06525
P25561	Q06525
P53089	Q06525
P14120	Q06525
Q01560	Q06525
P87282	Q06525
Q12298	Q06525
P38322	Q06525
P06787	Q06525
P38081	Q06525
P23254	Q06525
Q12326	Q06525
P37254	Q06525
P20095	Q06525
P53839	Q06525
P53864	Q06525
P15274	Q06525
P15019	Q06525
O13531	Q06525
P61864	Q06525
P10592	Q06525
P36140	Q06525
P47066	Q06525
P53051	Q06525
P49723	Q06525
P31787	Q06525
P34164	Q06525
Q12306	Q06525
Q06405	Q06525
P25044	Q06525
P32381	Q06525
P06367	Q06525
P00817	Q06525
P07260	P39935
P07260	P39935
P07260	P39935
P07260	P39935
P39935	P07260
P32389	P39014
P06784	P32917
P23561	P32917
P32917	P16892
P14681	P32917
P06784	P16892
P14681	P06784
P16892	P23561
P14681	P23561
P23561	P23561
P32917	P23561
P23561	P16892
P23561	P14681
P32917	P06784
P06784	P16892
P06784	P14681
P32917	P06784
P16892	P32917
P32917	P23561
P32917	P06784
P32389	P39014
P32389	P39014
Q12018	P52286
P07834	Q12018
P39014	Q12018
P14682	Q12018
Q12018	P07834
P24814	Q12018
P39014	Q12018
P32389	P39014
P32389	P39014
P52286	P39014
P32917	P18851
P18851	Q03497
Q03497	P18851
P48562	P18851
P18851	Q03497
P01149	P0CI39
P52286	P39014
P39014	P39014
P52286	P39014
P52286	P39014
P11972	P08539
P0CI39	P18851
P11972	P08539
P32389	P40573
P17106	P32389
P32389	P40573
Q03081	P32389
Q12041	P32389
P09119	P07834
P07834	P52286
P52286	P07834
P40088	P38993
P38310	P43561
P38993	P40088
P43561	P38310
P40088	P38993
P40088	P38993
P40088	P38993
P49573	P49573
Q00772	P02829
P15442	P02829
P06101	P02829
P33313	P02829
P02829	Q12449
P25294	P02829
P02829	P28707
P02829	P15705
P25491	P02829
P32589	P02829
P0CS82	P02829
P02829	P23561
Q00772	P02829
P02829	P60010
Q12449	P02829
P06101	P02829
P33313	P02829
P28707	P02829
P15705	P02829
P51534	P02829
P32589	P02829
P25638	P02829
P25491	P02829
P39078	P02829
P38910	P02829
Q12329	P02829
P19882	P02829
P60010	P02829
P17536	P02829
P32468	P02829
P15442	P02829
P32485	P02829
P14681	P02829
Q00772	P02829
P23561	P02829
P23291	P02829
P0CS82	P02829
P02829	P33200
P36023	P02829
P47035	P02829
P38429	P02829
P06700	P02829
Q12206	P02829
P47123	P02829
P46970	P02829
P48837	P02829
P01119	P02829
P32939	P02829
P38555	P02829
P36019	P02829
P25385	P02829
P39727	P02829
P32854	P02829
Q08144	P02829
P38962	P02829
P47111	P02829
P53108	P02829
P38090	P02829
P53048	P02829
Q06497	P02829
P53943	P02829
P40074	P02829
P41815	P02829
Q08280	P02829
P38356	P02829
P04817	P02829
P15365	P02829
P53918	P02829
P31381	P02829
P32465	P02829
P38695	P02829
P43581	P02829
P53631	P02829
P32487	P02829
P47186	P02829
P50276	P02829
P38734	P02829
P46956	P02829
P15380	P02829
Q12407	P02829
P40475	P02829
P36029	P02829
Q03795	P02829
Q08980	P02829
P02829	P53394
P25628	P02829
P53629	P02829
P04076	P02829
Q06598	P02829
P46993	P02829
P38270	P02829
Q06604	P02829
P07991	P02829
P40558	P02829
P04802	P02829
Q05871	P02829
P22140	P02829
P15625	P02829
P32621	P02829
P38720	P02829
Q02784	P02829
P47119	P02829
P02293	P02829
Q04344	P02829
P07263	P02829
Q08227	P02829
Q99393	P02829
Q12122	P02829
P32419	P02829
Q02196	P02829
P40549	P02829
P53927	P02829
P21147	P02829
Q12462	P02829
P38075	P02829
P07275	P02829
P02829	P52489
P25611	P02829
P02829	P07279
P02829	Q12461
Q07748	P02829
P33296	P02829
P38349	P02829
P32861	P02829
P38272	P02829
P40073	P02829
Q04658	P02829
P35497	P02829
Q03175	P02829
P38637	P02829
P29547	P02829
P49334	P02829
P22203	P02829
Q12416	P02829
Q07993	P02829
P47023	P02829
P43682	P02829
P89113	P02829
P39721	P02829
P38318	P02829
P38323	P02829
P25584	P02829
P25607	P02829
Q12489	P02829
Q99190	P02829
Q12516	P02829
Q12301	P02829
Q07786	P02829
Q99288	P02829
Q05637	P02829
Q06676	P02829
Q04031	P02829
P40093	P02829
P38770	P02829
P53344	P02829
P40531	P02829
P40458	P02829
P32460	P02829
P40586	P02829
P47039	P02829
P47129	P02829
P47166	P02829
P28496	P02829
P36088	P02829
P36125	P02829
P36137	P02829
P36148	P02829
Q07986	P02829
Q06058	P02829
Q03102	P02829
P38363	P02829
Q03818	P02829
P50945	P02829
P40169	P02829
P42836	P02829
Q08176	P02829
Q12274	P02829
Q02606	P02829
Q02981	P02829
Q12498	P02829
Q06892	P02829
Q08954	P02829
Q12270	P02829
Q08974	P02829
O13585	P02829
Q06108	P02829
Q06494	P02829
Q06523	P02829
P15436	P46957
P15436	P46957
P02293	P32597
P61830	P32597
P32597	P02309
P36012	P32597
Q07979	P32597
P32597	P61830
P02309	P32597
P46984	P53323
P53323	P36132
Q03705	P53323
P53323	P36132
P17967	P17967
Q07979	P25632
P87108	O74700
P87108	O74700
O74700	P87108
O74700	P87108
P87108	O74700
O74700	P87108
P87108	O74700
P15873	P15873
Q04049	P15873
P15873	Q04049
Q02776	P32897
P49334	P53220
Q07914	P39515
P32897	P39515
P53220	P32897
P32897	P53220
P15873	P15873
P28241	P28834
P28241	P28834
P28241	P28834
P28241	P28834
P16861	P16862
P38692	P32464
P53894	P53894
P38692	P40468
P53894	P40468
P40468	P53894
P38692	P40468
P32464	Q08817
P53894	P53894
P38692	P53894
P53894	P53894
P53894	P43563
P53894	Q08817
P32464	P38692
P32464	Q08817
P23644	P80967
P35180	P23644
P49334	P23644
P35180	P49334
P35180	P49334
Q12154	P53192
P36057	P32916
Q02821	P32499
P39958	P01123
Q07688	P39928
P39928	Q07688
P00044	P00431
P00431	P00044
P20433	P34087
P21524	Q04964
P06701	P11978
P11978	P06701
P06701	P11978
P06701	P06701
P06701	P06701
P06701	P11978
P06701	P11978
P11978	P11978
P11978	P06701
P08539	P22219
P08539	P22543
P08539	P18851
P18851	P08539
P18851	P18851
P22543	P08539
P08539	P22219
P08539	P22543
P39929	P08539
P08539	P39929
P05453	Q12517
Q08109	Q99220
P16474	Q99220
Q05787	Q99220
Q99220	P00729
Q03714	P00729
Q99220	Q04228
Q05787	Q99220
P00729	Q05787
Q99220	Q05787
Q99220	Q05787
Q99220	Q05787
P11972	P0CI39
P11972	P0CI39
P11972	P0CI39
P0CI39	P11972
EBI-1099879	P11972
P06783	P11972
P61830	Q06205
Q06205	P02309
P61830	Q06205
Q06205	P02309
P61830	Q06205
Q06205	P61830
P46995	P61830
P47035	Q00684
Q03018	Q00362
P47035	P24869
P53944	P30775
P53944	P30775
P17967	Q03103
Q02767	P25604
Q12154	P37020
P37020	Q12154
P12904	P06782
Q12154	Q12154
Q12154	P37020
Q12154	P37020
Q12154	P37020
P37020	Q12154
Q12154	Q12154
P43605	P43605
P35169	P35169
P32447	P32479
P32447	P40161
P61864	P14832
Q12380	P38316
Q12380	P38316
P38316	Q03818
P38316	Q03818
Q03818	Q03818
P38316	Q12380
Q03818	Q12380
Q03818	Q03818
P32629	P50108
P50108	P46985
P46985	P50108
P50108	P47124
P46985	P47124
P39107	P32629
P40094	P53271
P53271	Q06096
P53079	P53271
P53079	P53951
P53959	P53079
P53079	Q04632
P53271	P40094
Q06096	P53271
P53951	P53271
P53195	P53271
Q04632	P53271
P40094	P53951
P40094	P53195
P53951	Q06096
P53195	Q06096
P53951	P53951
P53959	P53951
P53195	P53951
P53195	P53951
Q04632	P53951
P53195	P53959
P53959	P53195
P53959	Q04632
P53959	Q04632
P53195	Q04632
P53079	P53271
P40094	P53079
P53951	P53079
P53079	P53959
P53079	P53079
P53079	P53271
P53079	P53271
P40094	P53079
P53079	Q06096
P53951	P53079
P53079	P53951
P53959	P53079
P53079	P53959
P53079	Q04632
Q04632	P53079
P53271	P40094
P53271	Q06096
Q06096	P40094
Q06096	P53951
P53959	Q06096
P53951	P53951
P53951	P53195
P53195	P53951
P53195	P53959
Q04632	P53959
P40094	P53271
P53195	P53951
P38193	P40164
P22216	P40164
P32914	P40164
P40164	P27692
P38193	P40164
P32345	P38193
P38193	P32345
P32345	Q12199
Q12199	P23594
P23595	Q12199
P39743	P25343
P25343	P39743
P25343	P39743
P06101	P00546
P06101	P43568
P06101	P54199
P06101	P06243
P06101	P23561
P32497	P38431
P32497	P38431
P39707	Q04675
P39707	Q04675
Q02825	P16658
EBI-11705578	P39707
EBI-11621275	P40571
EBI-2864202	P38291
P40970	P25045
P40970	P25045
P25045	P40970
P40970	P25045
P40350	P40350
P41902	P34760
Q04120	P41902
P22515	P61864
P22515	P61864
P21734	P61864
Q04049	P15873
Q12315	P12385
Q12315	P05453
P05453	Q12315
P06103	Q12315
Q04067	Q12315
Q01590	Q12154
Q01590	Q12154
Q08215	Q12154
Q12154	P22214
Q08144	Q12154
Q01590	Q12154
P40056	P53192
P32797	P00546
P17214	P32797
P38960	P32797
EBI-2213511	P32797
P47142	Q04272
P39929	Q04272
P39929	P39929
P39929	P39929
P39929	P39929
P39929	P39929
P06243	P06243
P06243	P32325
P32325	P32325
P06243	P06243
P06243	P06243
P33309	P32769
P06782	P12904
P33309	P32769
P53193	Q03020
Q03020	Q05931
Q05931	P38523
Q03020	Q05931
P53193	Q03020
P45976	Q06102
Q06102	P45976
Q06102	Q06224
P32939	Q04934
Q99260	Q04934
P20795	Q04934
Q04934	Q04934
Q04934	P20795
P32609	P38932
Q04934	P01123
P32939	Q04934
Q04934	Q04934
P20795	Q04934
Q04934	P32939
Q12411	Q12411
Q12411	Q08550
Q12411	P32336
Q12411	P36094
P53865	Q12411
Q08550	Q08550
Q08550	P32336
P36094	Q08550
Q08550	Q12411
P32336	Q12411
P32336	Q08550
P16664	P40395
P12904	P06782
P32325	P06243
P06243	P32325
P32562	P06243
P06243	P32562
P06243	Q04087
P06243	Q04087
P23624	P32562
P23624	P32562
P32562	P23624
P32562	P23624
P06243	P32562
P32562	P06243
P06243	P32562
P32562	P06243
P29295	P40065
P29295	P40065
P29295	P40065
P25651	P40065
P40065	P25651
P25651	P40065
P29295	P29295
P29295	P29295
P29295	P29295
P25651	Q04087
P25651	Q04087
Q04087	P25651
Q04087	P32562
P32562	Q04087
P32562	Q04087
P32562	P23624
P32562	P23624
P23624	P32562
Q12502	P39940
Q12502	P50276
Q12502	P39940
P39940	P38167
P47029	P39940
Q02805	P39940
P53244	P39940
P36117	P39940
P39940	P43602
P39940	Q12734
P07270	P22943
P40164	P22943
Q12270	P22943
P22943	P32607
P22943	Q99287
P53262	P22943
P22943	Q03177
P22943	Q04432
Q04902	Q01939
Q04902	Q04432
Q02555	Q08914
P32558	Q08914
Q08914	P38789
Q08992	P41818
Q08992	P38789
P14682	P38910
P38910	P53067
P38910	Q08214
P38910	P38839
P38910	Q12415
P32582	Q06677
Q06677	P33892
P47167	Q06677
P24279	Q06677
Q08972	Q06677
P33334	Q06677
P11484	Q06677
P17883	P39102
P32657	P25294
P10592	P25294
P11484	P25294
P25294	P32589
P25491	P32048
P25491	P06103
P04786	P25491
P53852	P25491
P15992	P25491
P11484	P25491
P25491	P32589
P27616	P10591
P10591	P80210
Q12449	P10591
P47029	P10591
P10591	Q06321
P43583	P10591
P41697	P10591
P38626	P10591
P06101	P10591
P10591	Q06697
P10591	Q06632
P22137	P10591
P10591	P15790
P10591	P19454
Q03690	P10591
P47103	P10591
Q01454	P10591
P10591	Q08162
P39976	P10591
P10591	Q03921
P07273	P10591
P53911	P10591
Q04217	P10591
P10591	P32324
P41338	P10591
P10591	P34756
P10591	P38260
P10591	Q02979
P10591	P38785
Q03016	P10591
P10591	Q12341
P32480	P10591
P47171	P10591
Q01448	P10591
P38922	P10591
P10591	P28241
P38286	P10591
Q06706	P10591
P10591	P40541
Q99312	P10591
P10591	P38217
Q12230	P10591
P07702	P10591
Q12176	P10591
P29469	P10591
P10591	P00958
P10591	P46151
P10591	P33441
P40562	P10591
P10591	P53166
P21771	P10591
P33759	P10591
P15179	P10591
P10591	P48525
P10591	Q04439
P10591	Q06504
P10591	P53939
P10591	P38798
P10591	P47149
P10591	P05375
Q12451	P10591
P10591	P43558
P10591	P32567
Q04264	P10591
P16861	P10591
P10591	P32634
P10591	Q05788
P10591	P33203
P10591	P33334
P10591	Q07800
P34222	P10591
Q02792	P10591
P14284	P10591
P41277	P10591
P10591	P32910
P32565	P10591
P10591	P04050
P35271	P10591
P10591	P33297
P10591	Q12754
P10591	P53256
P10591	P38961
P10591	Q02206
P10591	P10659
P19358	P10591
P10591	P25333
Q12334	P10591
P10591	Q12529
P10591	P20134
P34223	P10591
Q06315	P10591
P35207	P10591
P10591	P32908
P38989	P10591
P10591	Q12483
P10591	P50278
P10591	Q04748
Q06411	P10591
P32558	P10591
P25567	P10591
P05453	P10591
P38326	P10591
Q06510	P10591
Q12466	P10591
P10591	Q03290
Q12415	P10591
P34167	P10591
P10591	P04786
P38426	P10591
P52488	P10591
P10591	P38187
P10591	Q01476
P43593	P10591
P34241	P10591
P25386	P10591
P10591	P42945
P10591	P53254
P10591	Q06679
Q06337	P10591
P32913	P10591
P23643	P10591
P10591	Q12109
P10591	Q05497
P10591	Q04431
P10591	P39991
P53246	P10591
P50089	P10591
P10591	P38821
P38833	P10591
P40498	P10591
P10591	P47137
P10591	Q03161
Q03496	P10591
P10591	Q12276
Q02872	P10591
P10591	P46951
P10591	P40413
P02829	P10591
P10591	P36016
P10592	P10591
P22202	P10591
P10591	P11484
P32589	P10591
P10591	P32590
P10591	P52553
P22202	P09435
P09435	P11484
P40150	P09435
Q03214	P32590
Q08109	P32590
P47047	P32590
Q12329	P32590
P10591	P32590
P11484	P32590
P32590	P40150
P32590	P32589
P11484	P19414
P54113	P11484
P11484	P07245
Q04894	P11484
P47143	P11484
Q12449	P11484
P40825	P11484
P11484	P47019
P32454	P11484
P11484	P08566
P47117	P11484
P32447	P11484
Q06834	P11484
P11484	Q06321
Q12092	P11484
P48016	P11484
P11484	P32453
P11484	Q01389
Q06631	P11484
P43132	P11484
P11484	P32639
P11484	Q04347
P43573	P11484
P38822	P11484
P53829	P11484
P29547	P11484
P38626	P11484
P11484	P37366
P11484	P06101
P29496	P11484
Q06697	P11484
Q12453	P11484
P11484	Q06632
P11484	Q03705
P11484	P32657
P11484	Q12114
P11484	P15790
P19454	P11484
Q06096	P11484
P53195	P11484
Q01454	P11484
P11484	Q08923
P11484	P46962
P53333	P11484
P11484	Q02770
P11484	P54838
P11484	P24783
P53734	P11484
P36120	P11484
P53550	P11484
Q08496	P11484
P11484	Q08162
P11484	P39976
P11484	P38859
P11484	Q03921
P40059	P11484
P11484	P07273
Q12432	P11484
Q04217	P11484
P47169	P11484
P38737	P11484
Q03214	P11484
Q03764	P11484
P11484	P00924
P11484	P00925
Q03769	P11484
P40557	P11484
Q04660	P11484
P38071	P11484
P34756	P11484
P11484	P53971
P11484	P21268
P11484	P14540
P45976	P11484
P51601	P11484
P38911	P11484
P11484	P41913
P38785	P11484
Q03833	P11484
P32598	P11484
P50107	P11484
Q12326	P11484
P11484	Q07845
P11484	Q12068
P11484	P38715
Q04697	P11484
P11484	P23337
P11484	P40531
P42944	P11484
P11484	Q12341
P11484	P53973
Q06629	P11484
P11484	Q12373
P32480	P11484
Q03973	P11484
P11484	P40480
Q06592	P11484
P17629	P11484
P12954	P11484
P38922	P11484
P49955	P11484
P11484	Q99181
P02294	P11484
P11484	Q12692
P43579	P11484
P25038	P11484
P11484	P50942
P11484	P38803
Q08773	P11484
Q06214	P11484
P11484	P36132
Q06142	P11484
P11484	Q12494
P13185	P11484
P11484	P13186
P53914	P11484
P11484	P14904
P09624	P11484
P11484	P40070
P35192	P11484
P11484	P40957
Q12176	P11484
P40513	P11484
P11484	Q01662
P11484	P11914
P39534	P11484
P11484	P53258
Q02574	P11484
P25039	P11484
P11484	P00958
P40469	P11484
P33441	P11484
P11484	P36046
P11484	Q06106
P10662	P11484
P21771	P11484
P15179	P11484
Q03834	P11484
P47047	P11484
Q02931	P11484
P11484	Q08689
Q08972	P11484
P11484	Q03264
P11484	Q12499
Q01560	P11484
P53617	P11484
P11484	P40354
P11484	P32356
P11484	Q12311
P20676	P11484
P32499	P11484
P11484	P38738
P38826	P11484
P29468	P11484
P11484	P40186
Q04264	P11484
P11484	P40335
P11484	P47065
P38848	P11484
P11484	P16861
P11484	P50947
P53252	P11484
P11484	Q03407
P11484	P32634
P11484	Q05788
P11484	Q04636
P13382	P11484
P11484	P26570
P11484	P33334
Q12265	P11484
P06103	P11484
P50896	P11484
P11484	Q07807
P11484	Q12211
P21304	P11484
P43123	P11484
P06777	P11484
P26793	P11484
Q06665	P11484
P11484	P14736
P11484	Q08096
Q04779	P11484
P22276	P11484
P14284	P11484
P11484	Q08237
P38630	P11484
P48743	P11484
Q06407	P11484
P19263	P11484
P11484	P41277
P11484	P40395
P43565	P11484
P11484	P38741
Q08562	P11484
P51862	P11484
P22138	P11484
P10964	P11484
P32910	P11484
P11484	P07703
P11484	P32349
P39956	P11484
P54780	P11484
P11484	P0C2I0
P05737	P11484
Q12213	P11484
P11484	P17076
P11484	P29453
P38886	P11484
P32565	P11484
P11484	P38786
Q3E792	P11484
P11484	P05753
Q01939	P11484
Q12754	P11484
P38792	P11484
P11484	Q05022
P11484	Q06488
P11484	Q02206
P38990	P11484
P10659	P11484
P50110	P11484
Q99314	P11484
P11484	P40090
P32074	P11484
P11484	P22214
P11484	P11075
P11484	P46995
P53953	P11484
P11484	P22579
P11484	P21691
P11484	P06701
P53965	P11484
Q06315	P11484
P35207	P11484
P22213	P11484
P32908	P11484
P11484	P38989
P11484	P47037
P06782	P11484
Q12483	P11484
P11484	Q00916
P53127	P11484
P36048	P11484
